usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-c0332d8b,S-cd262100,2023-08-09,feature_34,12,6141,0,False
U-0d66746d,S-f2991df6,2024-04-07,feature_34,12,1816,0,False
U-1ccbc7e6,S-f5997419,2021-11-09,feature_22,14,3553,0,False
U-05d48914,S-639daf49,2023-09-04,feature_32,11,251,0,False
U-b203e5a8,S-1a1c4fb3,2024-09-19,feature_2,7,2240,0,False
U-a77ce02c,S-dfdeeca7,2024-01-28,feature_11,9,8622,0,False
U-334304b8,S-fff6ed43,2021-06-15,feature_34,10,755,0,False
U-3c7d10aa,S-3eb32862,2023-09-11,feature_24,6,671,1,False
U-dd87edef,S-14b0e966,2024-06-07,feature_11,9,1945,0,False
U-8b62f1bb,S-92d2ca1f,2021-12-27,feature_6,14,503,0,False
U-a47eaa1b,S-ae4903f0,2024-06-06,feature_11,6,171,0,False
U-87f23fa5,S-5dd0cd2c,2022-03-19,feature_11,12,429,0,False
U-46fcfb02,S-b8902691,2022-03-28,feature_40,12,73,0,False
U-76366459,S-b7c1e681,2023-11-06,feature_27,8,2454,0,False
U-f6226a68,S-cd8fc37b,2021-09-22,feature_23,11,1553,0,False
U-200bf24c,S-2650f028,2023-08-30,feature_23,11,2405,0,False
U-41e16766,S-be2dc915,2021-11-04,feature_11,7,5249,0,False
U-9e6ae550,S-4f63cf65,2024-01-11,feature_35,9,1656,0,True
U-d2554832,S-f884f75c,2024-05-16,feature_8,8,89,0,False
U-c1a62d1b,S-7e43d1d5,2023-09-09,feature_37,12,10214,0,False
U-1a26aca2,S-0d83db66,2024-02-01,feature_26,13,1390,0,False
U-6cb4d1af,S-8b61ce52,2024-06-06,feature_13,14,62,0,False
U-30469ee2,S-2bd7740a,2021-10-29,feature_31,8,10620,0,False
U-168231ea,S-5b2a186b,2024-09-21,feature_30,6,711,0,False
U-1245e29e,S-d127d1e5,2022-08-07,feature_27,14,4921,0,False
U-b2513996,S-9f8de3da,2021-02-20,feature_15,9,1882,0,False
U-8b7bff92,S-743f3083,2024-05-29,feature_20,10,1919,0,False
U-ea21d082,S-42962e01,2024-02-19,feature_12,9,77,0,False
U-9a8e6857,S-7c347e2f,2023-09-02,feature_23,9,1184,0,False
U-a5848e3b,S-5d8c7ebb,2021-06-20,feature_12,8,661,0,False
U-b3ef4188,S-8c3c17f4,2022-11-03,feature_22,9,5470,0,False
U-a9d38258,S-582f6178,2024-01-04,feature_31,11,3579,0,False
U-5c71ab1b,S-12b75c4a,2023-05-17,feature_9,8,3563,1,False
U-b043e1c1,S-720fd71a,2021-07-31,feature_14,14,3132,0,False
U-4778d684,S-7e3bac67,2024-08-06,feature_13,5,2108,1,False
U-109eecf2,S-42057f8b,2024-09-12,feature_7,10,246,0,True
U-4958082e,S-de076ef1,2022-06-02,feature_14,12,8996,0,False
U-0b4421f1,S-ed5b6995,2021-04-25,feature_18,8,5554,0,False
U-c2f17f53,S-c15d03f9,2023-10-12,feature_35,8,3259,0,False
U-e98a1037,S-b2695ffa,2022-11-12,feature_21,12,2273,1,True
U-4d264b57,S-d9dcf2d1,2021-12-31,feature_24,8,333,0,False
U-79bdc241,S-44d864b7,2022-08-19,feature_18,9,4250,0,False
U-65f1e210,S-f146d33f,2024-08-12,feature_24,6,1878,0,False
U-48afce31,S-3d57aa41,2021-06-22,feature_27,5,190,0,True
U-cdc52f45,S-83e29c86,2022-07-21,feature_28,11,125,2,True
U-2ca2a01b,S-f96962b5,2024-08-16,feature_38,8,1509,0,False
U-82a227b1,S-ce87d130,2021-05-16,feature_13,15,6712,0,False
U-406bd26a,S-9cf85f07,2024-11-30,feature_6,13,125,0,True
U-f47714f3,S-00c7c1c6,2021-08-23,feature_2,4,2457,0,False
U-ccca0647,S-1179a47f,2024-06-09,feature_34,11,1042,0,False
U-737a7bc3,S-aa7ed5ea,2021-05-11,feature_39,11,3031,0,True
U-d37129dc,S-8723feb2,2021-06-13,feature_13,10,2515,0,False
U-fb46c2d6,S-b9fcd9e5,2023-06-03,feature_34,11,3671,0,False
U-d4a93eb3,S-ab93f987,2024-02-23,feature_16,3,5554,1,False
U-bace8c65,S-1f19a10e,2023-04-18,feature_8,10,1030,0,False
U-823ff3d3,S-e23f4b09,2023-08-16,feature_6,6,389,0,False
U-4d018969,S-5b39a6e7,2023-08-13,feature_36,13,2179,0,False
U-7506431b,S-53412a3d,2023-07-12,feature_30,11,3818,0,False
U-2c0b0be9,S-14b0e966,2024-11-29,feature_8,13,1523,0,False
U-45fa71e6,S-ec285091,2023-07-03,feature_30,6,25,1,False
U-4e1e1618,S-59ca1b77,2022-01-04,feature_34,8,814,0,False
U-6ec77a52,S-b07d6a5e,2022-09-20,feature_38,4,2700,0,False
U-785f2485,S-92336e24,2021-03-29,feature_37,9,3584,0,False
U-6a42434b,S-78be99ac,2024-05-13,feature_6,5,4466,1,False
U-a9595a09,S-50bd865c,2022-06-05,feature_23,10,1325,0,False
U-0b8f2f16,S-d74da945,2021-07-09,feature_1,11,1876,0,False
U-9a3adc37,S-08d61095,2022-03-16,feature_35,7,4732,0,False
U-43b52fb8,S-cf7a817a,2024-06-18,feature_7,13,2866,0,False
U-357fde96,S-4b4a27f9,2024-04-23,feature_8,17,2684,0,False
U-ca2f2847,S-4a132f45,2024-10-14,feature_21,6,4714,0,False
U-1d486a51,S-904ab0ba,2021-02-21,feature_36,12,5668,1,False
U-da2c336f,S-1bf2326b,2023-04-28,feature_31,8,253,0,False
U-aaa79d75,S-7f2e8edf,2022-09-09,feature_40,11,2644,1,False
U-ac69959b,S-ddcd13bc,2021-09-08,feature_40,15,2934,0,False
U-66ccab87,S-c7a6cef4,2023-10-17,feature_33,8,4684,0,True
U-d56f6c38,S-b148cafd,2022-03-05,feature_30,9,4186,0,False
U-a4bf75a7,S-ab42a284,2023-09-15,feature_34,6,140,0,False
U-17a2780e,S-ac5abcbc,2021-01-28,feature_17,13,1213,0,False
U-20ab5174,S-9b63500b,2023-05-31,feature_14,13,6690,1,False
U-734198a8,S-fdfa648e,2024-06-27,feature_31,15,2332,0,False
U-cc3085a6,S-85b32f51,2023-12-30,feature_5,13,8448,0,False
U-c6e9c9ff,S-e6175bac,2021-08-12,feature_12,8,8215,0,False
U-6a4c048c,S-57249f01,2024-02-15,feature_28,14,8911,0,False
U-863aad52,S-da7ea578,2024-10-14,feature_6,12,17,0,False
U-71e327d1,S-e9456182,2021-04-04,feature_29,7,3312,0,False
U-154bb09b,S-66869063,2024-10-23,feature_21,9,5014,0,False
U-0a0dcbef,S-a806fafe,2022-05-22,feature_19,12,1709,0,False
U-ae169673,S-885ec00f,2022-05-15,feature_24,11,2868,0,False
U-2f7899d8,S-3156c06d,2021-07-02,feature_21,7,236,0,False
U-64a44a1d,S-f864a7ce,2022-11-07,feature_29,12,485,1,False
U-4e499f2f,S-93e6a737,2022-03-15,feature_1,7,7672,1,False
U-77365fcb,S-d9421744,2022-08-18,feature_26,10,1000,0,False
U-1c9471ca,S-8543fbf8,2024-04-23,feature_40,3,308,0,True
U-115f812b,S-e0001178,2022-10-29,feature_30,10,1901,0,False
U-95181aeb,S-d257f39a,2021-01-09,feature_21,13,3974,0,False
U-996543f6,S-31cc7334,2024-10-20,feature_3,6,4524,0,False
U-424ee4fa,S-f504b89e,2021-05-04,feature_24,8,1074,0,False
U-165ba25c,S-095b9836,2022-01-22,feature_25,10,919,0,False
U-ce9c2819,S-b9fcd9e5,2023-04-18,feature_3,5,481,0,False
U-17456b66,S-9b392914,2021-01-23,feature_13,7,3335,0,False
U-ecb61861,S-dbc7eabb,2024-10-01,feature_38,11,2322,0,False
U-03234475,S-4b7bcea4,2022-06-22,feature_34,4,3103,0,True
U-1bf9780d,S-510f548a,2022-11-02,feature_35,10,1894,1,False
U-07c597b1,S-ea73f82a,2024-10-06,feature_21,9,396,0,False
U-27c45a70,S-94d3caa7,2024-03-08,feature_1,12,2639,0,False
U-0282e9e9,S-d3b6fe83,2022-01-20,feature_24,10,382,0,False
U-35ea9d99,S-aeebd1af,2021-02-11,feature_15,10,4326,0,False
U-0bb7438d,S-d73dd32e,2021-12-16,feature_23,15,2562,0,False
U-09b88fd9,S-85cf32f3,2024-08-01,feature_17,12,9345,0,False
U-b6eb5ac0,S-04811c71,2024-09-15,feature_28,13,5300,1,False
U-0a33d009,S-feadd4b2,2023-12-23,feature_22,5,6689,0,False
U-17a8d8d7,S-897bf5b5,2021-07-09,feature_10,11,1847,0,False
U-be11cbce,S-dcbf85b9,2022-09-25,feature_12,8,3105,0,False
U-be5a2e84,S-c050d3bb,2024-07-02,feature_23,7,143,0,False
U-20e2d4e8,S-b36ac252,2021-01-02,feature_10,13,12696,0,False
U-0b7ff0de,S-e1cfdec7,2024-12-22,feature_25,7,2050,0,False
U-75599522,S-62671f05,2024-04-14,feature_36,10,5981,0,False
U-e60158f6,S-1df43cc1,2023-08-26,feature_12,9,654,2,False
U-ee1f4ff8,S-d184aaa8,2023-03-28,feature_35,10,1865,0,False
U-4c861887,S-7b5d0d1c,2022-01-28,feature_12,11,2535,0,False
U-bb8716ad,S-65222a37,2023-04-12,feature_30,11,12505,0,False
U-6f655512,S-43a90a1b,2024-10-15,feature_23,8,9107,0,False
U-3ecaa5e0,S-9637b9a4,2022-12-31,feature_21,9,7756,0,False
U-1f5344af,S-a5b00c04,2024-08-08,feature_39,13,723,0,False
U-664a320d,S-b1cfceca,2021-05-08,feature_15,11,25,2,False
U-a1308836,S-637983cb,2024-04-05,feature_8,11,10902,0,False
U-36c9c1a0,S-ef56ae84,2024-06-22,feature_12,10,9776,1,False
U-857bc2ed,S-e0001178,2023-04-14,feature_36,13,4590,0,True
U-4e804d0c,S-53412a3d,2023-03-12,feature_28,10,10304,0,False
U-f59d6414,S-e4f87ce4,2021-06-08,feature_27,8,9312,0,False
U-55c51808,S-6e48143f,2022-12-21,feature_25,8,531,0,False
U-bc8d87fb,S-07dbe12a,2024-03-05,feature_3,7,444,0,True
U-168a47c8,S-8ab60691,2023-01-10,feature_19,10,2106,2,False
U-defa7189,S-fdfda772,2023-06-14,feature_15,13,1007,0,False
U-b8eb38f7,S-95c22e93,2024-04-20,feature_15,12,815,1,False
U-973ef672,S-1fe6727d,2023-07-21,feature_7,11,2866,1,True
U-ac5bf112,S-a27b30ba,2023-02-14,feature_12,12,492,0,False
U-3b3322f7,S-b6907e33,2024-06-18,feature_19,10,442,0,False
U-4fb09b4b,S-52ea1220,2021-10-14,feature_29,8,2847,1,True
U-b2a790ea,S-0942b7b5,2024-09-03,feature_33,4,2014,0,False
U-e959f83c,S-b52aadc1,2022-12-30,feature_36,13,1167,0,False
U-96a204e7,S-4e3d6ee7,2023-05-02,feature_9,12,8449,0,False
U-e94429a0,S-148f1dea,2024-05-12,feature_12,14,1812,0,False
U-02b666f1,S-45d48cf6,2021-10-12,feature_16,8,2702,1,True
U-1cd84cb6,S-2daa2056,2024-05-07,feature_24,9,256,0,True
U-bb411574,S-884d8261,2024-03-11,feature_5,12,2493,0,False
U-49459616,S-1cef0590,2023-04-06,feature_39,12,224,0,False
U-a0eeea31,S-24b33137,2022-04-29,feature_35,8,584,0,False
U-85ad9817,S-3301e1da,2023-07-19,feature_28,10,1840,0,False
U-373aaaa2,S-0d8f5187,2022-04-09,feature_22,11,3012,0,False
U-573a4412,S-8b0029b3,2024-03-31,feature_5,16,8311,1,False
U-593c4047,S-c1ec61f8,2023-12-04,feature_6,11,618,0,False
U-9625caa9,S-8cc78258,2022-12-26,feature_30,10,757,0,False
U-ac2ad7b5,S-77086584,2021-12-20,feature_3,10,3141,1,False
U-ae9a2f65,S-387ca5dd,2024-01-24,feature_24,8,1458,0,False
U-4e1cc207,S-eda4389b,2024-02-27,feature_36,7,4179,0,False
U-ef4612ee,S-92dfae3f,2022-11-22,feature_8,13,3544,0,False
U-951c14ac,S-27cd5501,2024-10-30,feature_18,11,1703,0,False
U-206bcd8b,S-3570bb19,2024-08-24,feature_1,9,4945,0,False
U-2d25e2b9,S-bb0b84ae,2021-07-20,feature_12,8,684,0,False
U-05533aac,S-d24bb54d,2023-09-17,feature_21,14,3802,0,False
U-fd89dd8f,S-53c20c40,2022-01-19,feature_3,8,3673,0,False
U-6b2d49e8,S-b5a42763,2023-03-26,feature_20,4,1712,0,False
U-1c69d813,S-3b1a7047,2022-09-18,feature_23,14,1797,1,False
U-15e4583a,S-9419a025,2024-01-12,feature_20,8,1120,0,False
U-4f51b020,S-b04c7293,2024-10-01,feature_13,14,655,0,False
U-1a2b899f,S-94a2cfdc,2024-11-28,feature_32,11,4854,0,False
U-94cff938,S-7864983c,2022-04-26,feature_10,8,12696,1,False
U-588ba7d4,S-536b6788,2022-04-16,feature_10,11,863,1,False
U-7538b755,S-905c1b5d,2024-02-13,feature_14,12,4844,0,False
U-cc0e8bd3,S-4943a7d0,2023-12-29,feature_26,14,1992,0,False
U-4eb428a6,S-0b2dd663,2022-07-31,feature_37,9,2344,1,False
U-ed30b30f,S-2e14d2d7,2021-06-30,feature_6,5,5358,1,True
U-ba6d2752,S-161d5f9c,2023-04-02,feature_38,10,332,0,False
U-573b5349,S-122155c4,2023-11-19,feature_20,9,59,1,False
U-63bf6b88,S-134b8abf,2023-05-08,feature_36,6,1749,0,False
U-dfee5e2a,S-e88a2e40,2024-09-01,feature_23,9,1109,0,False
U-ed125ffb,S-088a4586,2024-08-19,feature_9,9,395,0,False
U-b6b54f07,S-e2d640a2,2023-01-19,feature_4,10,915,0,False
U-f2f0b87b,S-05acabed,2023-02-18,feature_36,7,1544,0,False
U-60bd8e6e,S-b849d95b,2022-04-29,feature_2,7,4756,0,False
U-2fa9b4d1,S-45fe455b,2022-05-13,feature_10,10,2230,0,False
U-9228eaf2,S-3a2fc721,2024-08-24,feature_3,13,1273,0,False
U-64a71bdf,S-eb205421,2021-01-11,feature_14,7,10398,0,False
U-b6df1da2,S-76b4beb4,2024-01-18,feature_26,11,318,0,False
U-1d69a978,S-44a60bba,2021-07-15,feature_23,8,3155,1,False
U-c2bbb012,S-75ed6710,2021-02-24,feature_20,3,2999,1,True
U-f8c999f9,S-6600a7ac,2023-08-05,feature_12,8,83,0,False
U-0fb4fcef,S-fc3bb9a0,2021-04-11,feature_18,9,2848,1,False
U-368c9993,S-183e2f2c,2024-04-30,feature_3,11,780,0,False
U-baab9b4b,S-82c05eeb,2024-03-05,feature_5,6,1412,0,False
U-d70fb9de,S-cf9e205b,2021-06-26,feature_14,8,4000,0,False
U-42b4a949,S-51183b4c,2022-08-10,feature_20,9,12696,0,False
U-c0dd1a97,S-a5886103,2021-12-01,feature_27,8,4889,0,False
U-29657995,S-78712b26,2023-08-19,feature_21,8,7396,0,False
U-f4f51086,S-a8baa38e,2022-04-27,feature_4,15,134,0,False
U-9e1654d3,S-954f2186,2024-05-18,feature_19,13,66,2,False
U-e263f485,S-5d51d6d3,2022-06-12,feature_15,12,32,0,False
U-b8813b67,S-70b0e0e8,2021-02-02,feature_26,8,178,0,False
U-cc4e48b9,S-c59f333f,2021-01-29,feature_19,11,202,0,False
U-10780e05,S-44722dd7,2022-07-25,feature_37,11,545,0,False
U-2f49a4a1,S-c8676a9e,2022-04-09,feature_40,13,2995,0,False
U-ca46f80b,S-a6343960,2024-01-30,feature_7,12,3821,0,False
U-eafb4bb2,S-4d23f869,2023-05-09,feature_24,13,549,0,False
U-5dc73801,S-478eaf74,2023-07-29,feature_23,12,960,0,False
U-d5b2548c,S-45c3f14f,2023-04-08,feature_8,6,5306,0,False
U-95e2422f,S-07a786af,2021-12-03,feature_13,6,1973,0,False
U-179978a5,S-28367448,2023-04-03,feature_13,13,2214,0,False
U-2d022c39,S-567138c9,2023-09-05,feature_27,11,313,0,False
U-2969a7a1,S-a6a4dd1a,2024-12-14,feature_26,14,711,0,False
U-6d165589,S-b4b13a34,2023-06-10,feature_21,13,1094,0,False
U-e9a17b6d,S-3ce928f6,2022-07-03,feature_2,9,988,1,False
U-e17bc30d,S-8e42d2bf,2021-07-02,feature_30,7,954,0,False
U-5fcd0259,S-dd7c8d61,2021-05-24,feature_39,5,3143,0,False
U-a0200031,S-58f01e29,2021-07-29,feature_17,8,608,0,False
U-89600239,S-a8ff3c38,2023-12-30,feature_27,16,7342,0,False
U-47a85f54,S-efe2cbe5,2024-10-26,feature_4,13,9258,1,False
U-e82bb266,S-423e67ed,2022-10-25,feature_20,13,7144,0,False
U-18f9c916,S-59b5414d,2021-05-02,feature_25,7,4751,0,True
U-6542dab6,S-c4df8c13,2023-07-27,feature_18,7,5558,0,False
U-cf7df644,S-78621547,2022-02-20,feature_36,17,1124,0,False
U-2e4cc983,S-117b007d,2023-03-30,feature_40,10,580,0,False
U-84ad8cc9,S-48f9f0aa,2023-07-16,feature_31,11,9982,0,False
U-01fcd502,S-a040a89b,2021-06-04,feature_1,8,1352,0,False
U-f208a560,S-edf613b8,2024-10-15,feature_32,11,1975,0,False
U-dcabf771,S-03adfc04,2024-01-16,feature_11,15,830,1,False
U-e15459e0,S-4518b517,2024-01-13,feature_13,9,382,0,True
U-4b67f6cd,S-1e0eed7c,2023-01-09,feature_3,13,312,1,True
U-45f2b7fd,S-92599dbe,2023-11-11,feature_21,13,3585,1,False
U-2ebf3f2f,S-6b9ed8f0,2023-10-05,feature_25,13,1083,0,False
U-375e68b1,S-504e9438,2024-12-13,feature_8,7,1560,0,False
U-d3505a30,S-96a93225,2022-01-07,feature_1,10,4400,0,True
U-9cf95a95,S-b250c372,2021-12-02,feature_26,10,2425,0,False
U-c0a40e70,S-e94e44fe,2023-06-13,feature_12,8,2594,0,False
U-df088ceb,S-e25cd25e,2021-05-27,feature_16,8,4603,0,False
U-c3f4bce8,S-bd660a3a,2021-10-19,feature_12,12,3803,1,False
U-d3cb33ec,S-a0a0206b,2023-04-11,feature_26,11,2095,0,False
U-236cbcf8,S-5ab5967a,2024-09-26,feature_27,9,4352,0,False
U-ccb5e73e,S-fbee34ef,2024-07-05,feature_36,9,6933,4,False
U-b80cf532,S-a3c80f8c,2024-08-23,feature_27,8,1755,0,False
U-71ceb51d,S-38385743,2023-09-08,feature_8,6,11325,1,False
U-5b3e556d,S-2d0bf623,2022-10-17,feature_25,12,1047,0,False
U-2705e989,S-82eba87c,2022-04-17,feature_26,11,285,0,False
U-cd45f822,S-3b2d5083,2023-05-23,feature_19,9,437,0,False
U-3bffa276,S-d7835017,2023-02-23,feature_27,8,1695,0,False
U-134175cf,S-9ea1aee6,2023-04-06,feature_12,11,7800,1,False
U-a82465e1,S-2d414b32,2021-07-07,feature_38,10,3725,0,True
U-9797c22a,S-a84e11e6,2023-02-16,feature_32,6,12696,0,False
U-da5c01d2,S-f8248dd2,2023-04-09,feature_32,7,2624,0,False
U-0eb32bf5,S-d635e47a,2023-11-17,feature_20,14,1491,0,False
U-caafa55d,S-0ad421f3,2021-09-29,feature_23,9,1003,0,False
U-84183311,S-8e37e8f4,2024-11-18,feature_23,9,1978,0,False
U-0a30d660,S-98c2da8a,2021-01-24,feature_39,10,12696,0,False
U-4a3bbef9,S-b8f9756c,2021-03-13,feature_6,10,617,0,False
U-abc05be1,S-721f9ae9,2022-10-25,feature_21,9,2894,0,False
U-fb3f8890,S-d924336b,2022-03-26,feature_23,15,7714,0,False
U-e82bf99f,S-84b5406c,2021-07-15,feature_19,7,4848,0,False
U-35b33bd0,S-9b547cfb,2021-10-03,feature_34,17,50,1,False
U-73dc958f,S-f2faef7d,2021-02-16,feature_1,4,1574,0,False
U-8ed63e8f,S-2daa2056,2023-11-07,feature_11,6,1680,0,True
U-6bdfa489,S-e7ff191a,2024-11-26,feature_30,12,6452,0,False
U-2165ba35,S-39d0ddc2,2021-04-27,feature_39,8,119,0,False
U-a657fd58,S-86ede61a,2022-07-17,feature_28,14,798,0,False
U-f3807e00,S-2fc4c47d,2021-12-30,feature_23,8,517,0,False
U-82438311,S-6bba2545,2023-01-28,feature_31,4,768,0,False
U-1fee7ddf,S-f884f75c,2023-09-07,feature_7,16,7478,0,False
U-d2914634,S-ece2e452,2024-12-06,feature_9,11,3201,0,False
U-7dd392aa,S-0815cfd3,2022-01-14,feature_17,12,1714,1,False
U-abd217a5,S-2257321f,2021-05-10,feature_28,11,4944,0,False
U-1d49aa9c,S-6fadae67,2023-08-31,feature_17,8,1732,0,False
U-347032a0,S-ec3d85a8,2022-07-16,feature_22,12,633,0,False
U-71b8a58d,S-87527799,2023-09-23,feature_1,9,2885,0,False
U-754afea1,S-16ee6cae,2021-06-26,feature_36,9,12696,0,False
U-b826032e,S-30a0da5e,2022-12-06,feature_33,6,6140,0,False
U-38e65ddb,S-db69da79,2022-10-23,feature_9,12,1229,0,False
U-42006a47,S-cdee1127,2021-10-23,feature_33,11,322,0,False
U-65481a1a,S-fc323848,2024-01-05,feature_12,12,1717,0,False
U-43ae761e,S-a1a503f7,2022-03-06,feature_32,9,5558,0,False
U-b523c964,S-2750e803,2021-12-20,feature_29,15,294,1,False
U-a17c3504,S-44d864b7,2022-04-04,feature_39,7,520,0,False
U-5e373e94,S-fec72180,2023-12-09,feature_35,12,3412,0,False
U-d3ad4ef9,S-d3ac14de,2022-05-03,feature_9,5,2362,0,False
U-19e3ef69,S-b1cd9eff,2023-11-02,feature_39,7,2926,0,True
U-ba691ea6,S-6588ea00,2024-06-24,feature_21,11,6693,0,False
U-c77ee04d,S-7a370a9c,2024-06-11,feature_21,1,2635,0,False
U-ef01109a,S-97fb8362,2022-04-13,feature_25,5,684,0,False
U-9216678f,S-0babfff7,2022-03-12,feature_3,9,2033,0,False
U-aa00ffe4,S-7bc5f329,2024-09-10,feature_6,11,268,1,False
U-41ea3f66,S-77a9bfac,2021-02-08,feature_20,11,4141,0,False
U-f5f777bb,S-3de9115c,2021-07-15,feature_16,7,330,2,True
U-69dcad4f,S-20313924,2024-05-14,feature_27,13,2185,0,False
U-81fd79f5,S-9451a73d,2021-09-11,feature_3,7,4195,1,False
U-fe8fb358,S-29a8b06c,2023-04-30,feature_19,7,9527,0,False
U-dce35e05,S-69ab6986,2024-01-24,feature_30,10,6898,1,False
U-eccc868e,S-63a1d22a,2023-04-13,feature_18,9,6637,0,False
U-c7457562,S-da3aa10d,2024-06-02,feature_24,5,1784,0,False
U-d02f9bf7,S-29b135da,2024-12-11,feature_29,8,2210,0,False
U-523887cd,S-ca761826,2024-08-29,feature_17,14,939,1,False
U-215d7878,S-e7811729,2023-06-04,feature_17,11,1519,0,False
U-5c942e97,S-aab4a93b,2023-02-07,feature_27,13,10714,0,False
U-5e1eef57,S-1f24a3eb,2024-12-26,feature_4,5,6393,0,False
U-ad0c7050,S-2e634799,2023-08-01,feature_16,15,8296,0,False
U-0abd49bc,S-6d4e2e32,2024-11-29,feature_21,9,649,0,False
U-5a173a76,S-9edda63c,2023-10-15,feature_35,5,2318,0,False
U-d3021717,S-7ab59c3c,2021-05-21,feature_2,8,793,0,True
U-fb583c28,S-bf511713,2022-09-25,feature_5,13,9313,0,False
U-0f2f1fdf,S-84c7c458,2022-04-26,feature_31,6,968,0,False
U-4cc2e6ec,S-3ca723b7,2021-10-02,feature_9,6,3665,0,False
U-7b3c9560,S-5d53995e,2024-05-10,feature_31,11,2865,0,False
U-c57fb8e4,S-5c82d8f9,2021-10-02,feature_16,15,229,0,False
U-aa3e38e4,S-dabab240,2023-07-13,feature_24,6,251,0,False
U-32b946c8,S-37cbccda,2021-12-11,feature_36,9,973,0,False
U-6995b6e7,S-d3137c31,2024-04-24,feature_6,10,2013,0,False
U-d6dbbf4e,S-b403fa31,2022-01-09,feature_35,4,1012,1,False
U-f76b5649,S-5059e8ef,2021-02-26,feature_20,13,1418,0,False
U-5db39b93,S-6776c646,2021-04-14,feature_8,16,682,1,False
U-e28a86b4,S-c8caa8c3,2024-04-19,feature_22,9,3771,0,False
U-adb96c6d,S-fbadfd0f,2024-03-31,feature_35,7,1225,0,False
U-b1d5080b,S-582f6178,2022-07-24,feature_17,13,3813,0,False
U-f63d4d22,S-a51bef9b,2022-03-24,feature_31,11,3574,0,False
U-e4984fd1,S-76cfe3dc,2024-11-10,feature_29,14,1530,0,False
U-77067a26,S-61c3df16,2021-08-19,feature_17,9,3742,0,True
U-cca37a00,S-de9472f5,2022-12-16,feature_21,9,1279,0,False
U-e1e0f010,S-db230700,2021-07-12,feature_23,11,399,0,False
U-c75cdda3,S-0aa35851,2022-01-21,feature_26,9,302,0,True
U-46911dc4,S-4669f9d0,2022-07-19,feature_8,6,7815,0,False
U-4c777395,S-7419eeb1,2024-06-06,feature_17,9,580,0,True
U-fe7e33cf,S-d0a077aa,2021-10-14,feature_37,13,7231,0,True
U-1c4710c2,S-c2e15b01,2021-11-28,feature_29,11,1255,0,False
U-13e25e99,S-dba7a860,2024-06-27,feature_14,14,4402,0,False
U-55e2b37f,S-1515ecdf,2023-04-19,feature_20,12,1783,1,False
U-ab98ab99,S-1b8b308b,2021-05-28,feature_12,7,4394,0,False
U-80d042f7,S-44bbc7e3,2022-06-25,feature_10,7,60,0,False
U-710f9f15,S-41f59506,2023-08-25,feature_35,9,7629,0,False
U-de1b0f87,S-46f5cf12,2021-08-26,feature_26,6,946,0,False
U-f660772c,S-1b294b18,2024-08-24,feature_29,16,1332,0,False
U-5d464e65,S-249d8be7,2023-10-25,feature_40,13,7931,0,False
U-edaaacf0,S-a6557318,2023-06-05,feature_19,10,1305,1,False
U-fc8b9749,S-d273ee9d,2023-05-18,feature_17,3,1847,0,False
U-21101f41,S-b72ab4ba,2022-04-08,feature_28,8,857,0,False
U-15f8f844,S-8b19469b,2021-01-02,feature_9,18,150,0,False
U-bdcdf061,S-25507286,2022-07-25,feature_35,10,1877,0,False
U-831a06b5,S-b5079c8c,2024-06-14,feature_17,18,1887,0,False
U-25024046,S-dcf2d662,2023-06-07,feature_6,16,285,0,False
U-6909ac04,S-69928b90,2022-11-10,feature_3,14,4940,0,False
U-3fbdf326,S-ea371b0e,2021-08-12,feature_18,13,6661,0,False
U-9768325f,S-8c8967dd,2021-10-26,feature_1,8,2801,0,False
U-8b69cfc5,S-b6710fbe,2024-03-30,feature_37,7,931,0,False
U-10a752aa,S-299db97a,2021-09-26,feature_29,10,9964,0,False
U-15d055ee,S-81a95c85,2024-05-07,feature_12,13,870,0,True
U-bda05717,S-fc323848,2024-10-13,feature_22,5,3760,0,False
U-e46b4cf9,S-3de9115c,2021-02-09,feature_7,11,773,0,True
U-7ceaf553,S-afa63c63,2024-09-05,feature_38,7,4214,0,False
U-04db74f5,S-4d76cd72,2023-09-21,feature_40,10,334,1,False
U-0331dabe,S-7196448f,2021-11-05,feature_5,12,793,0,False
U-d7bb3be6,S-1350e375,2023-03-08,feature_38,8,349,0,False
U-38edb2bd,S-39ac01f4,2021-03-12,feature_36,6,1790,0,False
U-3da82895,S-b7c277c9,2021-08-10,feature_31,9,1630,0,False
U-a488b825,S-1d7a53d6,2022-05-13,feature_33,13,1728,0,False
U-8cc95d2a,S-e9ef35f8,2024-08-11,feature_10,12,6,1,False
U-a61b8ade,S-f8966bf0,2022-11-22,feature_17,4,122,0,False
U-bc9e1bf4,S-39a05129,2024-10-21,feature_33,9,3170,0,False
U-eb78d072,S-d733f30f,2021-01-20,feature_2,9,1791,0,False
U-a82789bc,S-c4df8c13,2022-08-01,feature_35,6,6488,0,False
U-232634bd,S-0ae3a219,2021-04-20,feature_4,6,3018,2,False
U-11b81378,S-d3516744,2022-01-06,feature_36,4,6119,0,True
U-d823feea,S-aa7e061f,2021-07-28,feature_20,8,1148,0,False
U-f37ede80,S-4c5735dc,2024-07-24,feature_38,7,2642,0,False
U-2b42d913,S-ab58c438,2022-07-07,feature_8,8,5961,0,False
U-76fb1bcf,S-44fbac1c,2023-01-21,feature_18,15,11416,0,False
