account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag
A-e1fa7f,Company_337,Cybersecurity,SG,2024-05-01,other,Basic,118,True,True
A-2c850e,Company_338,Cybersecurity,IN,2022-11-12,other,Pro,85,False,False
A-8f8cfc,Company_339,HealthTech,NL,2021-10-06,event,Pro,155,False,True
A-46d001,Company_340,FinTech,FR,2021-12-30,partner,Pro,75,False,False
A-757186,Company_341,FinTech,NL,2022-05-12,event,Pro,72,False,False
A-3e6efe,Company_342,DevTools,GB,2024-02-29,ads,Enterprise,140,False,False
A-d3154c,Company_343,Cybersecurity,US,2023-08-04,ads,Pro,75,False,True
A-90b550,Company_344,EdTech,IN,2024-10-10,partner,Basic,163,False,True
A-299f66,Company_345,EdTech,DE,2023-05-17,partner,Basic,115,False,False
A-ff97ce,Company_346,EdTech,IN,2023-12-31,other,Enterprise,108,False,False
A-377924,Company_347,DevTools,FR,2024-12-07,other,Enterprise,164,False,True
A-f43965,Company_348,DevTools,CA,2024-09-08,event,Basic,166,False,False
A-2e2e55,Company_349,DevTools,IN,2022-11-11,partner,Basic,3,True,True
A-c0e2d5,Company_350,DevTools,BR,2024-02-17,other,Enterprise,148,False,False
A-daa5e3,Company_351,Cybersecurity,SG,2024-10-23,other,Enterprise,129,False,False
A-4aefb3,Company_352,Cybersecurity,SG,2021-08-03,event,Pro,22,True,False
A-dfaa0d,Company_353,DevTools,DE,2022-12-15,event,Pro,117,False,False
A-5e8a5d,Company_354,HealthTech,FR,2023-09-03,organic,Pro,185,False,True
A-314379,Company_355,EdTech,AU,2021-04-02,organic,Basic,88,False,False
A-720f79,Company_356,FinTech,DE,2022-05-15,other,Basic,142,False,False
A-7e69c7,Company_357,Cybersecurity,SG,2022-04-20,partner,Enterprise,48,False,False
A-2cf08b,Company_358,FinTech,IN,2021-03-01,other,Basic,116,False,False
A-0e38f6,Company_359,Cybersecurity,CA,2022-02-26,event,Enterprise,17,False,False
A-d3803e,Company_360,FinTech,BR,2022-01-18,event,Pro,51,False,True
A-52d296,Company_361,Cybersecurity,SG,2023-12-17,event,Enterprise,100,False,False
A-90aaae,Company_362,EdTech,FR,2022-12-22,partner,Enterprise,45,False,False
A-2810a5,Company_363,FinTech,AU,2024-06-12,other,Basic,173,True,True
A-17fe97,Company_364,EdTech,AU,2021-08-28,ads,Pro,178,True,False
A-ef8d69,Company_365,EdTech,NL,2021-10-10,other,Pro,109,False,False
A-df92d4,Company_366,DevTools,DE,2024-02-11,ads,Pro,74,True,True
A-47ce41,Company_367,Cybersecurity,SG,2024-06-22,organic,Pro,3,False,True
A-aeac12,Company_368,HealthTech,IN,2024-02-25,other,Enterprise,127,False,False
A-e08e7c,Company_369,FinTech,SG,2023-09-28,ads,Basic,145,True,False
A-040921,Company_370,Cybersecurity,AU,2021-03-08,event,Basic,138,False,False
A-dd2024,Company_371,HealthTech,NL,2023-10-12,other,Enterprise,29,False,True
A-cfdab5,Company_372,HealthTech,BR,2023-01-22,other,Basic,195,False,False
A-29838a,Company_373,HealthTech,IN,2021-07-29,ads,Pro,9,False,True
A-70da28,Company_374,HealthTech,GB,2023-06-19,organic,Basic,54,False,False
A-58d05f,Company_375,Cybersecurity,FR,2024-12-26,other,Enterprise,110,False,True
A-c0f13b,Company_376,DevTools,CA,2022-02-28,organic,Enterprise,90,False,False
A-6751ab,Company_377,DevTools,DE,2022-10-25,event,Pro,147,False,False
A-32812a,Company_378,FinTech,GB,2021-10-05,partner,Basic,71,False,True
A-4b4931,Company_379,FinTech,DE,2022-05-27,ads,Enterprise,83,False,False
A-a54ab8,Company_380,FinTech,IN,2023-09-30,ads,Enterprise,162,False,False
A-c00b52,Company_381,EdTech,SG,2021-06-04,organic,Pro,132,False,False
A-58a963,Company_382,FinTech,FR,2023-07-21,partner,Pro,149,True,False
A-e6e3cd,Company_383,DevTools,GB,2023-07-28,event,Basic,137,False,False
A-76eede,Company_384,FinTech,CA,2023-10-11,event,Pro,73,False,False
A-449185,Company_385,HealthTech,NL,2023-09-21,event,Enterprise,196,True,True
A-98ae9b,Company_386,EdTech,SG,2021-02-03,organic,Basic,113,False,False
A-4c2fc6,Company_387,Cybersecurity,IN,2022-02-19,ads,Enterprise,78,False,False
A-e21fc9,Company_388,HealthTech,AU,2021-07-11,event,Pro,22,False,False
A-105528,Company_389,EdTech,DE,2021-04-17,partner,Enterprise,79,False,False
A-45687e,Company_390,FinTech,IN,2024-09-04,organic,Enterprise,25,True,False
A-6f29f7,Company_391,EdTech,DE,2024-04-30,ads,Enterprise,175,False,True
A-b2adb9,Company_392,Cybersecurity,FR,2021-09-04,partner,Enterprise,34,False,True
A-ba7ab9,Company_393,HealthTech,GB,2021-07-29,organic,Pro,95,False,True
A-a2a361,Company_394,EdTech,DE,2024-08-06,ads,Basic,136,False,False
A-321421,Company_395,EdTech,DE,2023-06-21,event,Enterprise,55,False,True
A-fbe044,Company_396,Cybersecurity,IN,2024-06-15,partner,Basic,23,False,True
A-125cb3,Company_397,DevTools,GB,2024-04-22,partner,Pro,110,False,True
A-805f2e,Company_398,HealthTech,AU,2024-08-13,organic,Basic,142,False,False
A-0d7286,Company_399,Cybersecurity,AU,2024-11-15,organic,Enterprise,78,False,False
A-f7395b,Company_400,DevTools,CA,2023-03-14,event,Enterprise,14,False,False
A-27341c,Company_401,HealthTech,CA,2023-10-11,partner,Basic,62,False,False
A-1f5600,Company_402,HealthTech,BR,2021-01-25,event,Pro,34,False,False
A-9d9ed2,Company_403,EdTech,IN,2023-01-19,other,Enterprise,45,False,False
A-e85f12,Company_404,FinTech,GB,2021-02-04,other,Basic,4,False,True
A-816156,Company_405,HealthTech,US,2023-03-27,other,Pro,161,False,False
A-e1b1a4,Company_406,DevTools,IN,2024-12-08,partner,Basic,164,False,False
A-0e303f,Company_407,FinTech,AU,2021-06-21,event,Basic,131,False,False
A-410148,Company_408,FinTech,DE,2024-01-04,event,Pro,151,False,False
A-5a8f35,Company_409,DevTools,GB,2022-09-28,partner,Enterprise,62,True,True
A-7b8bff,Company_410,FinTech,IN,2021-08-26,partner,Enterprise,156,True,False
A-e23d29,Company_411,HealthTech,DE,2021-09-02,organic,Enterprise,36,False,True
A-9b151e,Company_412,Cybersecurity,FR,2023-12-08,other,Enterprise,67,False,True
A-2411d9,Company_413,EdTech,AU,2021-08-30,organic,Pro,110,False,True
A-b94147,Company_414,EdTech,NL,2024-07-09,organic,Pro,117,False,True
A-f6b94c,Company_415,DevTools,NL,2021-12-08,event,Basic,66,False,False
A-3ac391,Company_416,EdTech,GB,2022-04-13,other,Basic,12,False,True
A-819eaf,Company_417,EdTech,US,2023-08-25,event,Pro,39,False,False
A-c812ae,Company_418,FinTech,US,2024-02-07,partner,Basic,83,False,False
A-2b45e5,Company_419,HealthTech,FR,2022-07-10,organic,Enterprise,96,True,False
A-21c2da,Company_420,FinTech,US,2022-01-03,ads,Enterprise,12,False,True
A-4fc69b,Company_421,HealthTech,SG,2022-08-02,event,Pro,23,False,True
A-f4fe1f,Company_422,DevTools,CA,2022-08-21,other,Pro,190,False,False
A-390557,Company_423,DevTools,NL,2023-10-08,ads,Enterprise,140,False,True
A-46f183,Company_424,HealthTech,US,2023-04-20,organic,Basic,139,False,False
A-15e7b5,Company_425,DevTools,US,2022-11-18,organic,Enterprise,97,False,False
A-adf3b0,Company_426,Cybersecurity,GB,2022-02-25,other,Basic,108,False,True
A-8e16f1,Company_427,FinTech,DE,2024-12-28,event,Basic,12,False,False
A-301976,Company_428,Cybersecurity,BR,2023-04-26,event,Pro,192,True,True
A-3f9dfa,Company_429,Cybersecurity,DE,2024-07-29,partner,Basic,152,False,False
A-a63269,Company_430,EdTech,DE,2022-04-30,event,Pro,81,False,False
A-e09af2,Company_431,FinTech,FR,2022-10-14,partner,Pro,60,True,True
A-66d8db,Company_432,Cybersecurity,NL,2021-08-12,ads,Basic,43,False,True
A-0562c3,Company_433,DevTools,GB,2024-01-03,event,Basic,116,False,True
A-655235,Company_434,FinTech,GB,2021-07-05,ads,Enterprise,78,False,False
A-3a3477,Company_435,DevTools,US,2022-03-17,event,Basic,24,False,False
A-388c96,Company_436,Cybersecurity,IN,2023-11-18,organic,Enterprise,77,False,False
A-d9ad81,Company_437,Cybersecurity,US,2023-04-09,partner,Enterprise,192,False,True
A-5c19da,Company_438,HealthTech,GB,2021-10-14,organic,Basic,16,False,False
A-4aaf62,Company_439,DevTools,DE,2022-02-10,partner,Pro,176,False,False
A-e20152,Company_440,HealthTech,NL,2024-04-15,event,Basic,6,False,True
A-168fe2,Company_441,FinTech,SG,2021-09-21,organic,Pro,32,True,False
A-3841e3,Company_442,Cybersecurity,DE,2024-03-21,partner,Enterprise,102,False,False
A-2c1987,Company_443,FinTech,IN,2021-12-20,event,Basic,48,False,False
A-8a2dcf,Company_444,EdTech,DE,2021-03-12,other,Enterprise,158,False,True
A-66ee96,Company_445,FinTech,IN,2024-02-02,partner,Basic,23,False,True
A-09489d,Company_446,DevTools,CA,2024-08-09,other,Basic,162,False,False
A-a2e460,Company_447,FinTech,US,2023-02-23,event,Pro,140,False,True
A-cdee75,Company_448,EdTech,NL,2023-10-26,event,Pro,70,False,True
A-961a05,Company_449,EdTech,CA,2021-03-02,event,Basic,121,False,False
A-36c0b3,Company_450,FinTech,CA,2021-11-23,organic,Basic,169,False,False
A-78d2ec,Company_451,HealthTech,US,2022-03-26,other,Pro,91,False,False
A-99995c,Company_452,DevTools,DE,2021-12-27,ads,Enterprise,82,False,False
A-9f9cca,Company_453,DevTools,NL,2021-02-27,event,Enterprise,145,True,False
A-48a544,Company_454,EdTech,SG,2024-01-16,event,Basic,126,True,True
A-448821,Company_455,FinTech,NL,2022-03-25,organic,Enterprise,123,True,False
A-9e6b3e,Company_456,EdTech,CA,2021-09-25,event,Enterprise,46,False,False
A-b8b83c,Company_457,HealthTech,FR,2021-05-02,organic,Basic,151,False,True
A-118777,Company_458,DevTools,GB,2023-12-14,event,Basic,96,False,False
A-ea1711,Company_459,HealthTech,NL,2021-07-26,event,Pro,83,True,True
A-d78e97,Company_460,HealthTech,IN,2024-08-02,partner,Enterprise,82,False,False
A-cc6cd9,Company_461,DevTools,NL,2023-01-01,ads,Enterprise,151,False,False
A-9d4ff6,Company_462,EdTech,AU,2021-09-18,ads,Enterprise,1,False,False
A-04b853,Company_463,HealthTech,IN,2024-03-08,organic,Basic,155,False,False
A-fd5d1c,Company_464,FinTech,NL,2022-03-29,other,Basic,128,True,False
A-b81b20,Company_465,Cybersecurity,CA,2022-12-12,event,Basic,163,False,True
A-246226,Company_466,Cybersecurity,FR,2023-07-04,organic,Pro,54,False,True
A-d8771a,Company_467,DevTools,AU,2021-08-10,organic,Basic,99,False,False
A-c402fb,Company_468,FinTech,DE,2023-04-28,partner,Pro,90,False,True
A-f2e197,Company_469,EdTech,SG,2024-03-29,ads,Basic,116,True,False
A-8b5194,Company_470,HealthTech,AU,2021-02-11,event,Pro,27,True,True
A-3d75c1,Company_471,HealthTech,IN,2021-11-26,organic,Enterprise,24,False,False
A-4983af,Company_472,HealthTech,SG,2024-12-13,organic,Pro,168,False,False
A-057df9,Company_473,DevTools,DE,2021-04-20,organic,Pro,53,False,False
A-e2d27a,Company_474,Cybersecurity,BR,2024-01-12,event,Enterprise,73,False,True
A-fd8d1b,Company_475,DevTools,IN,2024-03-16,other,Pro,40,True,True
A-a481e9,Company_476,Cybersecurity,GB,2022-08-27,other,Pro,52,True,True
A-741acd,Company_477,Cybersecurity,AU,2021-06-17,partner,Basic,79,False,False
A-59d242,Company_478,FinTech,AU,2021-07-06,other,Pro,48,False,False
A-e99e90,Company_479,DevTools,DE,2023-07-02,organic,Pro,113,False,True
A-961183,Company_480,DevTools,AU,2024-03-01,organic,Basic,193,False,True
A-1ce57d,Company_481,DevTools,FR,2024-01-14,partner,Enterprise,59,False,False
A-18470a,Company_482,DevTools,BR,2023-05-08,other,Enterprise,122,False,True
A-1126a7,Company_483,FinTech,AU,2021-06-11,partner,Enterprise,9,False,False
A-fc24f9,Company_484,Cybersecurity,NL,2024-10-19,other,Basic,31,False,False
A-559b49,Company_485,DevTools,DE,2022-03-10,ads,Basic,11,False,False
A-d3d2c6,Company_486,Cybersecurity,IN,2022-02-18,ads,Enterprise,67,False,False
A-e1a8ea,Company_487,EdTech,GB,2021-06-28,partner,Enterprise,102,False,False
A-bc60c8,Company_488,EdTech,BR,2023-07-28,organic,Enterprise,160,False,False
A-24f862,Company_489,HealthTech,GB,2023-04-29,ads,Basic,146,False,False
A-2c3420,Company_490,DevTools,GB,2021-08-05,other,Basic,74,False,False
A-ece32d,Company_491,HealthTech,IN,2022-06-25,partner,Enterprise,125,False,False
A-7ccb2e,Company_492,DevTools,DE,2022-07-19,partner,Basic,159,False,False
A-93381a,Company_493,FinTech,US,2023-03-22,event,Enterprise,61,True,False
A-8b3a95,Company_494,FinTech,AU,2023-02-02,organic,Pro,78,False,False
A-4cf7f7,Company_495,FinTech,GB,2022-04-12,ads,Pro,191,False,False
A-3f9994,Company_496,HealthTech,AU,2023-05-04,other,Enterprise,23,False,True
A-964882,Company_497,DevTools,IN,2023-09-20,other,Pro,15,False,True
A-4f71e8,Company_498,DevTools,AU,2024-12-24,other,Pro,35,False,False
A-d3763d,Company_499,HealthTech,NL,2021-03-01,ads,Basic,52,False,True
