ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-98029f60,A-37b909,2023-04-19 00:00:00,2023-04-21 04:54:18,52.91,high,67,2.1,False
T-cd0db357,A-76a68f,2022-06-16 00:00:00,2022-06-16 20:46:54,20.78,urgent,117,2.7,False
T-d9e1969b,A-e6fa42,2021-12-15 00:00:00,2021-12-19 22:08:45,118.15,urgent,79,2.0,True
T-9306a7ae,A-2c1987,2024-02-22 00:00:00,2024-02-25 01:11:52,73.2,urgent,351,,False
T-e3d54ecc,A-8f8cfc,2024-10-04 00:00:00,2024-10-04 15:22:50,15.38,high,128,,False
T-4ea78ce0,A-0143b8,2021-03-23 00:00:00,2021-03-25 07:34:24,55.57,high,283,2.3,False
T-d5f14543,A-d3154c,2022-05-04 00:00:00,2022-05-06 04:27:12,52.45,medium,87,1.0,False
T-a4b1eed9,A-390557,2024-11-17 00:00:00,2024-11-18 22:27:00,46.45,low,275,3.0,False
T-93a6ab00,A-3f7dbc,2021-03-05 00:00:00,2021-03-05 04:06:27,4.11,low,217,,False
T-93808383,A-3e6efe,2021-06-09 00:00:00,2021-06-10 18:36:16,42.6,high,290,1.5,True
T-53df1fad,A-d07cf7,2023-05-16 00:00:00,2023-05-17 03:26:46,27.45,medium,291,,False
T-547dc4e9,A-d3d2c6,2021-03-25 00:00:00,2021-03-29 04:22:07,100.37,urgent,50,1.9,False
T-9e039c58,A-393763,2024-11-27 00:00:00,2024-11-27 08:50:35,8.84,medium,155,,True
T-42aec301,A-24f862,2022-07-04 00:00:00,2022-07-06 09:42:30,57.71,low,402,3.6,False
T-de528af5,A-39e2df,2023-09-28 00:00:00,2023-09-29 14:39:26,38.66,high,154,,False
T-caeda908,A-c0260e,2023-08-08 00:00:00,2023-08-08 15:37:08,15.62,high,409,,False
T-31674a22,A-0bf6e3,2022-01-17 00:00:00,2022-01-19 02:39:42,50.66,high,273,1.1,False
T-40ec11af,A-f56c83,2024-05-11 00:00:00,2024-05-14 19:01:41,91.03,high,313,4.0,False
T-6257449a,A-d3763d,2024-05-19 00:00:00,2024-05-22 04:01:01,76.02,urgent,141,2.3,False
T-c2420f4a,A-b913b0,2024-05-02 00:00:00,2024-05-05 02:38:17,74.64,urgent,4,,False
T-4d2e942f,A-4e2188,2021-05-24 00:00:00,2021-05-25 07:05:35,31.09,low,228,4.4,False
T-af8452cc,A-b040a0,2024-03-12 00:00:00,2024-03-14 03:55:01,51.92,low,223,2.4,False
T-c82e06b2,A-cea72b,2022-07-18 00:00:00,2022-07-19 19:02:13,43.04,low,249,1.2,False
T-a930f39f,A-e6ef8b,2024-08-09 00:00:00,2024-08-09 02:12:28,2.21,high,480,,False
T-ed12f1d3,A-309d6a,2023-02-03 00:00:00,2023-02-07 03:47:44,99.8,urgent,478,4.9,False
T-d801ce88,A-626bb3,2021-01-27 00:00:00,2021-01-31 13:08:07,109.14,high,353,3.1,False
T-0f2f9231,A-9a9689,2021-06-25 00:00:00,2021-06-26 14:40:28,38.67,high,10,1.7,False
T-13c68097,A-18470a,2023-11-05 00:00:00,2023-11-08 18:11:52,90.2,medium,119,,True
T-666e9c61,A-2e3f29,2021-12-30 00:00:00,2022-01-02 00:00:20,72.01,urgent,365,,False
T-190045f9,A-bd844f,2023-10-03 00:00:00,2023-10-07 07:23:28,103.39,low,391,,False
T-323f3f59,A-9e5b2d,2023-03-01 00:00:00,2023-03-04 21:04:37,93.08,high,33,,False
T-8ff9523b,A-ac7019,2023-08-15 00:00:00,2023-08-17 21:51:42,69.86,medium,419,3.2,False
T-29778a30,A-a721c1,2022-11-30 00:00:00,2022-11-30 02:00:49,2.01,low,175,1.9,False
T-f1783d17,A-702e67,2021-10-20 00:00:00,2021-10-23 06:22:05,78.37,low,396,1.2,True
T-7393cfd1,A-186adc,2021-07-15 00:00:00,2021-07-15 15:12:21,15.21,low,89,2.5,False
T-f062c5a7,A-8e16f1,2022-04-26 00:00:00,2022-04-26 22:00:54,22.02,medium,356,,False
T-5e131fca,A-ba0f8c,2021-03-25 00:00:00,2021-03-25 16:32:12,16.54,medium,102,1.8,False
T-d37bec58,A-4aefb3,2023-11-11 00:00:00,2023-11-11 04:29:37,4.49,medium,100,,False
T-84777d6e,A-61408e,2023-07-17 00:00:00,2023-07-21 14:15:45,110.26,urgent,263,,False
T-cbbb572f,A-3bb1ee,2022-01-31 00:00:00,2022-02-04 06:24:17,102.4,low,195,,False
T-c2cbb085,A-ba7802,2021-04-29 00:00:00,2021-05-03 09:30:30,105.51,urgent,107,2.7,False
T-c68d6267,A-09489d,2021-03-17 00:00:00,2021-03-19 10:55:33,58.93,low,49,,False
T-25f9c6d9,A-8efb70,2023-08-24 00:00:00,2023-08-24 21:28:21,21.47,high,455,,False
T-648bca6c,A-42ab46,2023-12-01 00:00:00,2023-12-02 20:23:55,44.4,medium,142,1.8,False
T-bc7d2ce4,A-3f39a3,2024-03-18 00:00:00,2024-03-19 15:08:03,39.13,urgent,241,3.6,True
T-1d57ca29,A-d8fe58,2023-10-23 00:00:00,2023-10-23 12:32:05,12.53,high,450,,True
T-74546a79,A-d78e97,2021-11-04 00:00:00,2021-11-06 15:08:56,63.15,medium,93,,True
T-55bc5db3,A-90b550,2023-05-16 00:00:00,2023-05-18 20:12:18,68.21,high,350,,False
T-219ed06b,A-9175e6,2024-07-01 00:00:00,2024-07-05 00:52:31,96.88,high,131,,False
T-0c0b13a5,A-2e2e55,2024-02-07 00:00:00,2024-02-09 03:54:57,51.92,high,161,1.5,False
T-d870ceb2,A-e6e3cd,2024-06-21 00:00:00,2024-06-22 14:01:21,38.02,high,440,3.9,False
T-d2f9752a,A-121302,2022-12-14 00:00:00,2022-12-18 02:43:09,98.72,urgent,450,4.5,False
T-e8f146fc,A-32812a,2023-05-12 00:00:00,2023-05-15 12:09:58,84.17,urgent,342,,False
T-0628aabe,A-2ca16b,2021-10-30 00:00:00,2021-11-03 12:04:39,108.08,medium,342,2.6,False
T-1b78201d,A-253b47,2022-10-28 00:00:00,2022-10-29 06:40:52,30.68,low,220,3.0,False
T-d01b0c13,A-410bfd,2023-09-08 00:00:00,2023-09-12 21:10:37,117.18,low,216,,False
T-ba98ba30,A-3dc038,2023-06-12 00:00:00,2023-06-15 07:22:06,79.37,medium,278,,False
T-2d149027,A-e1a8ea,2021-07-26 00:00:00,2021-07-26 11:10:23,11.17,high,354,,False
T-cff384f2,A-32812a,2023-03-02 00:00:00,2023-03-05 15:16:54,87.28,urgent,419,3.8,False
T-bde97eb6,A-b56ab1,2021-08-18 00:00:00,2021-08-20 23:40:16,71.67,low,276,,False
T-5a2d77c5,A-2b45e5,2022-09-10 00:00:00,2022-09-13 14:44:43,86.75,high,409,,False
T-9621f830,A-a481e9,2022-11-07 00:00:00,2022-11-08 11:43:06,35.72,high,100,,False
T-2e9ad498,A-15e7b5,2021-07-04 00:00:00,2021-07-08 00:38:03,96.63,high,138,2.4,True
T-24858f54,A-bc0a07,2023-11-20 00:00:00,2023-11-20 22:46:05,22.77,high,117,,False
T-2a4350b9,A-bc60c8,2024-11-13 00:00:00,2024-11-15 06:52:57,54.88,medium,63,4.9,False
T-ca9a37ee,A-961a05,2021-04-30 00:00:00,2021-05-01 13:59:39,37.99,medium,297,3.5,True
T-06d33a69,A-795e78,2023-04-21 00:00:00,2023-04-21 19:07:40,19.13,low,339,4.4,False
T-1afebd8b,A-df92d4,2022-12-01 00:00:00,2022-12-01 07:18:05,7.3,high,441,,False
T-f8196165,A-7e69c7,2021-06-07 00:00:00,2021-06-07 09:22:50,9.38,medium,455,3.2,False
T-b1d01bc8,A-ef8d69,2022-09-13 00:00:00,2022-09-16 17:28:47,89.48,urgent,44,2.6,False
T-4f9c9053,A-795e78,2024-03-20 00:00:00,2024-03-22 22:00:45,70.01,high,42,,False
T-35f700c9,A-825eb0,2022-12-03 00:00:00,2022-12-07 00:40:13,96.67,medium,75,3.1,False
T-55b52a47,A-49256a,2024-07-15 00:00:00,2024-07-16 08:39:13,32.65,low,383,2.1,False
T-464203bf,A-f10061,2022-01-29 00:00:00,2022-02-02 19:23:05,115.38,high,34,2.1,False
T-5a69dbb3,A-e99e90,2021-11-25 00:00:00,2021-11-26 22:51:35,46.86,low,381,2.9,False
T-d4a14bb9,A-8563a7,2021-12-29 00:00:00,2022-01-02 05:45:59,101.77,urgent,52,,False
T-f06a0b6c,A-d0403b,2022-04-21 00:00:00,2022-04-21 04:28:42,4.48,urgent,371,,False
T-e3006fe0,A-127d60,2022-05-09 00:00:00,2022-05-13 16:55:27,112.92,high,181,,False
T-d449d33e,A-4f020e,2021-06-22 00:00:00,2021-06-25 01:13:53,73.23,medium,196,2.1,True
T-350f380c,A-a81600,2023-01-04 00:00:00,2023-01-07 21:58:10,93.97,medium,55,,False
T-bd337f1c,A-4983af,2023-10-26 00:00:00,2023-10-28 18:42:07,66.7,medium,44,3.4,False
T-28b0ed3e,A-f3aa45,2021-09-07 00:00:00,2021-09-11 21:54:31,117.91,urgent,313,3.2,False
T-01aec18a,A-410bfd,2024-03-17 00:00:00,2024-03-19 05:50:59,53.85,urgent,116,4.1,False
T-a5f6cd76,A-a481e9,2021-02-13 00:00:00,2021-02-15 22:47:17,70.79,medium,219,1.1,False
T-e9e0157a,A-ed6bb8,2022-01-30 00:00:00,2022-01-31 18:52:46,42.88,medium,215,,False
T-5a77e573,A-8f00d8,2021-07-28 00:00:00,2021-08-01 16:49:22,112.82,medium,3,,False
T-bcf2ebbd,A-518980,2023-01-22 00:00:00,2023-01-22 18:19:58,18.33,low,298,,False
T-c642cf05,A-396e8b,2021-02-02 00:00:00,2021-02-03 12:27:15,36.45,low,289,3.9,True
T-ed957ad9,A-bc0a07,2024-10-02 00:00:00,2024-10-05 13:39:18,85.66,high,253,2.0,True
T-79c53fda,A-08a972,2021-04-15 00:00:00,2021-04-15 09:05:45,9.1,low,10,,False
T-ef5f82fa,A-0c36d9,2023-01-26 00:00:00,2023-01-27 19:06:08,43.1,high,334,,False
T-89f7acf0,A-7f7de2,2022-11-03 00:00:00,2022-11-03 10:32:38,10.54,high,71,1.4,True
T-514e9ac1,A-f43965,2021-08-18 00:00:00,2021-08-20 11:42:26,59.71,low,209,,False
T-0eeae8a4,A-e1406a,2022-04-07 00:00:00,2022-04-10 10:00:12,82.0,urgent,96,,False
T-dcb15aae,A-8d94af,2022-06-15 00:00:00,2022-06-15 18:12:29,18.21,high,114,1.6,False
T-0d4f5e1b,A-795e78,2022-02-12 00:00:00,2022-02-12 19:07:19,19.12,high,244,3.4,True
T-544d7f71,A-e71149,2022-08-18 00:00:00,2022-08-21 12:59:30,84.99,low,362,3.4,True
T-9fbefaa1,A-0d5e78,2021-04-27 00:00:00,2021-04-28 05:55:14,29.92,low,398,3.6,False
T-88b543b1,A-59d242,2024-08-29 00:00:00,2024-09-01 10:31:05,82.52,low,154,3.5,False
T-1d591aad,A-e3bd6e,2021-08-24 00:00:00,2021-08-26 15:46:21,63.77,low,217,2.2,False
T-5142e7b3,A-94b0ff,2024-03-23 00:00:00,2024-03-24 02:18:29,26.31,urgent,107,,False
T-aeb7093d,A-bc1b91,2024-10-16 00:00:00,2024-10-19 13:16:26,85.27,low,290,3.7,False
T-9eaec556,A-2bf8bb,2024-01-01 00:00:00,2024-01-02 10:43:34,34.73,low,398,3.1,False
T-ddccaa6f,A-a2a361,2024-08-20 00:00:00,2024-08-21 14:58:41,38.98,medium,164,4.7,False
T-8cc08dc4,A-e1fa7f,2022-08-13 00:00:00,2022-08-16 05:11:35,77.19,urgent,55,,False
T-2ab93a94,A-0e38f6,2023-10-21 00:00:00,2023-10-21 22:06:35,22.11,urgent,252,4.9,False
T-f39efeda,A-95248b,2023-02-06 00:00:00,2023-02-06 21:42:31,21.71,medium,388,4.7,False
T-d201ff1d,A-c8e48c,2023-01-11 00:00:00,2023-01-11 08:07:20,8.12,urgent,226,1.7,False
T-23ddb1a1,A-518980,2021-09-17 00:00:00,2021-09-21 04:11:28,100.19,medium,50,,False
T-738fe2b9,A-6f29f7,2023-12-22 00:00:00,2023-12-26 23:52:10,119.87,high,68,3.8,True
T-cc99c36e,A-10fde3,2023-03-06 00:00:00,2023-03-09 10:34:37,82.58,high,431,,False
T-f414373a,A-0143b8,2021-10-14 00:00:00,2021-10-15 04:52:31,28.88,high,284,,False
T-1bcad0cc,A-999860,2023-12-02 00:00:00,2023-12-04 23:41:49,71.7,urgent,281,3.5,False
T-a1db74eb,A-9d992c,2022-08-05 00:00:00,2022-08-05 01:32:34,1.54,urgent,115,1.1,False
T-de0fe04e,A-1f5600,2021-08-01 00:00:00,2021-08-05 07:30:15,103.5,low,41,3.2,False
T-1884b608,A-29b014,2022-02-26 00:00:00,2022-03-02 12:25:46,108.43,urgent,45,,False
T-1b971b09,A-275801,2022-09-27 00:00:00,2022-09-30 22:10:33,94.18,low,131,,False
T-0126b496,A-9e2b64,2021-09-22 00:00:00,2021-09-26 13:24:23,109.41,medium,235,4.1,False
T-acac441f,A-0562c3,2022-10-18 00:00:00,2022-10-21 10:29:38,82.49,low,227,2.8,False
T-1cca2609,A-ff97ce,2023-10-20 00:00:00,2023-10-23 20:01:41,92.03,urgent,162,1.5,False
T-df9218e0,A-aad5c7,2022-06-24 00:00:00,2022-06-25 18:48:31,42.81,high,421,,False
T-e700b126,A-50e35d,2021-10-29 00:00:00,2021-11-01 15:30:34,87.51,medium,79,1.8,False
T-9b8fc230,A-127d60,2023-02-21 00:00:00,2023-02-23 02:46:59,50.78,high,148,,True
T-a1335cfb,A-253b47,2024-11-20 00:00:00,2024-11-20 22:52:10,22.87,high,340,2.3,False
T-12b5eb72,A-21c2da,2022-01-14 00:00:00,2022-01-17 23:51:45,95.86,low,98,1.4,False
T-b8d7b502,A-1bf244,2022-03-27 00:00:00,2022-03-30 06:10:42,78.18,urgent,124,4.7,True
T-c6fbbd8b,A-fd7c5d,2021-08-24 00:00:00,2021-08-28 07:05:59,103.1,medium,128,4.9,True
T-026dd2cb,A-14e75c,2023-04-16 00:00:00,2023-04-16 08:05:05,8.08,low,433,2.9,True
T-d896104c,A-d5772f,2021-12-28 00:00:00,2022-01-01 08:51:03,104.85,high,244,2.8,False
T-5b299302,A-715861,2024-09-03 00:00:00,2024-09-05 05:06:00,53.1,urgent,428,,False
T-fadb5088,A-1f5600,2021-07-02 00:00:00,2021-07-03 10:49:12,34.82,high,65,,False
T-60eec132,A-a98afd,2024-09-16 00:00:00,2024-09-18 20:50:04,68.83,low,448,,True
T-23b8057b,A-993774,2021-04-11 00:00:00,2021-04-11 20:53:41,20.89,high,185,,False
T-1feea947,A-78d2ec,2024-04-27 00:00:00,2024-04-29 18:02:13,66.04,urgent,242,3.1,True
T-2997d470,A-b853d2,2024-05-06 00:00:00,2024-05-10 07:16:22,103.27,high,200,3.1,False
T-18173494,A-6e3d08,2024-03-20 00:00:00,2024-03-21 09:21:29,33.36,low,180,2.9,False
T-7f360ba7,A-7c6a4f,2023-06-01 00:00:00,2023-06-05 10:46:48,106.78,high,62,4.0,False
T-e2a6622b,A-02fad5,2022-02-11 00:00:00,2022-02-12 13:21:49,37.36,low,462,,False
T-29ec0ffb,A-50e35d,2021-08-14 00:00:00,2021-08-15 01:14:00,25.23,low,4,,True
T-3efec5dd,A-adedd2,2024-02-08 00:00:00,2024-02-10 00:02:18,48.04,urgent,416,,False
T-3f3adcf2,A-b4365e,2023-01-13 00:00:00,2023-01-14 01:29:18,25.49,high,181,,False
T-7f69df69,A-aeac12,2021-04-27 00:00:00,2021-04-27 08:15:08,8.25,medium,468,2.2,False
T-e6285bd9,A-275801,2024-02-11 00:00:00,2024-02-13 12:39:26,60.66,medium,464,2.4,True
T-0814423d,A-40fc24,2022-11-30 00:00:00,2022-12-03 17:23:00,89.38,high,249,,False
T-36a1f0b6,A-757186,2023-03-08 00:00:00,2023-03-08 02:39:05,2.65,high,258,2.6,False
T-bba577c8,A-aad5c7,2022-01-08 00:00:00,2022-01-09 19:21:37,43.36,urgent,454,4.6,False
T-52400e17,A-702e67,2021-10-04 00:00:00,2021-10-06 13:34:58,61.58,high,286,,False
T-7bb72832,A-2feda1,2023-02-11 00:00:00,2023-02-15 06:43:18,102.72,high,18,4.5,False
T-bb3b52f1,A-ad2f33,2023-03-13 00:00:00,2023-03-14 03:53:01,27.88,medium,470,,False
T-8072a663,A-daa5e3,2023-04-29 00:00:00,2023-05-03 04:46:12,100.77,low,342,,False
T-b3db3f6e,A-0249c4,2021-11-16 00:00:00,2021-11-18 20:44:24,68.74,medium,366,3.9,False
T-03069f86,A-29b014,2022-02-28 00:00:00,2022-03-04 00:04:43,96.08,medium,166,4.9,False
T-302a474f,A-64ddde,2024-02-20 00:00:00,2024-02-23 21:48:55,93.82,medium,153,,False
T-10312b79,A-f6b94c,2021-01-28 00:00:00,2021-02-01 14:54:40,110.91,urgent,462,2.9,False
T-5cf9984a,A-3633b2,2024-03-28 00:00:00,2024-03-30 11:26:34,59.44,urgent,209,2.9,False
T-717f67f6,A-3f7dbc,2023-08-07 00:00:00,2023-08-08 07:25:36,31.43,high,409,4.7,False
T-06d81734,A-bb8a0a,2024-06-18 00:00:00,2024-06-22 16:51:22,112.86,medium,81,2.3,False
T-5a5edb34,A-f56c83,2021-03-31 00:00:00,2021-04-01 09:54:20,33.91,urgent,94,2.7,False
T-9462b974,A-47ce41,2023-09-23 00:00:00,2023-09-26 17:36:12,89.6,low,306,2.2,False
T-e1768eb5,A-309d6a,2023-03-05 00:00:00,2023-03-06 06:25:27,30.42,low,463,,False
T-51d807cc,A-001d08,2024-08-03 00:00:00,2024-08-03 20:56:31,20.94,medium,401,4.0,False
T-83a5a5e7,A-7231b2,2023-12-18 00:00:00,2023-12-20 06:29:50,54.5,urgent,341,,False
T-6c21dbec,A-d87876,2024-10-11 00:00:00,2024-10-15 15:18:08,111.3,low,102,2.8,False
T-c9178d67,A-503d27,2021-05-09 00:00:00,2021-05-11 04:47:35,52.79,high,8,4.4,True
T-87e98424,A-f26363,2023-03-30 00:00:00,2023-04-03 03:32:11,99.54,high,462,,True
T-68f23b7c,A-76eede,2022-03-11 00:00:00,2022-03-12 03:55:43,27.93,low,93,3.4,False
T-7686d071,A-f56c83,2023-09-15 00:00:00,2023-09-19 14:28:42,110.48,medium,368,2.4,False
T-acf36917,A-064dcf,2024-04-02 00:00:00,2024-04-02 02:27:28,2.46,urgent,358,,False
T-a0413100,A-b00145,2023-04-27 00:00:00,2023-04-30 08:14:42,80.25,medium,366,,False
T-e16ace39,A-ef8d69,2023-06-29 00:00:00,2023-07-03 06:34:29,102.57,low,443,,False
T-11757bbd,A-ca5e0e,2023-11-28 00:00:00,2023-11-29 07:32:49,31.55,urgent,193,,False
T-144e7497,A-3d5546,2021-05-18 00:00:00,2021-05-19 16:29:19,40.49,high,142,3.2,False
T-b0dc5913,A-cfdab5,2022-08-23 00:00:00,2022-08-24 19:20:41,43.34,urgent,58,3.1,False
T-6ef7ef19,A-b36d98,2023-12-01 00:00:00,2023-12-03 08:52:10,56.87,high,409,,False
T-cb12fbd0,A-0e38f6,2022-11-10 00:00:00,2022-11-13 16:22:00,88.37,medium,394,1.5,True
T-5cb8b059,A-f2b464,2022-04-01 00:00:00,2022-04-03 05:00:16,53.0,medium,260,3.4,False
T-629a9cbc,A-16905a,2024-06-06 00:00:00,2024-06-08 02:18:30,50.31,high,319,1.0,False
T-f88f2f84,A-c32b0a,2024-08-31 00:00:00,2024-09-01 02:32:30,26.54,urgent,427,4.8,False
T-fdea1c67,A-396e8b,2024-02-10 00:00:00,2024-02-11 16:39:26,40.66,medium,399,,False
T-2cb05eb1,A-e3bd6e,2024-10-10 00:00:00,2024-10-12 08:19:04,56.32,high,55,4.9,False
T-a1899456,A-3a19f8,2022-06-13 00:00:00,2022-06-16 14:35:03,86.58,high,209,2.4,False
T-e87e2abe,A-54f16c,2024-06-23 00:00:00,2024-06-24 07:48:15,31.8,urgent,58,1.9,False
T-b5eda1d1,A-9f9cca,2024-10-10 00:00:00,2024-10-14 01:16:07,97.27,low,118,,False
T-9aec47da,A-f4d2c5,2022-08-10 00:00:00,2022-08-14 05:05:36,101.09,low,258,,False
T-15d0df90,A-ed6bb8,2023-03-29 00:00:00,2023-04-02 21:48:05,117.8,medium,317,2.7,False
T-35e44902,A-ba7ab9,2023-01-02 00:00:00,2023-01-06 01:51:51,97.86,high,77,,False
T-8ec36bfd,A-26efad,2024-05-06 00:00:00,2024-05-10 12:26:02,108.43,medium,237,,False
T-fd22d9b8,A-8a2dcf,2021-07-03 00:00:00,2021-07-05 17:32:56,65.55,low,429,1.2,False
T-930bc658,A-ba7ab9,2023-05-16 00:00:00,2023-05-17 03:37:04,27.62,high,422,2.5,False
T-26902807,A-63c268,2024-10-15 00:00:00,2024-10-18 20:46:19,92.77,low,204,2.2,False
T-2462d1ac,A-d8fe58,2022-02-28 00:00:00,2022-03-01 20:09:12,44.15,high,457,3.1,False
T-0914a594,A-bc1b91,2023-01-08 00:00:00,2023-01-12 22:59:06,118.99,medium,149,4.4,False
T-008a3415,A-5a868a,2021-01-02 00:00:00,2021-01-04 14:58:31,62.98,urgent,235,4.5,True
T-26896918,A-321421,2024-04-08 00:00:00,2024-04-09 08:00:32,32.01,low,78,4.3,False
T-6befd720,A-c48f44,2021-10-12 00:00:00,2021-10-15 08:05:38,80.09,low,392,,False
T-88985b3d,A-2feda1,2021-12-05 00:00:00,2021-12-08 16:03:49,88.06,high,477,2.0,False
T-f85846dd,A-121302,2023-05-22 00:00:00,2023-05-26 18:14:59,114.25,low,105,2.8,False
T-09225a0f,A-7c73b8,2022-07-12 00:00:00,2022-07-14 23:07:11,71.12,low,207,,False
T-4d2e0cad,A-275801,2023-05-06 00:00:00,2023-05-06 05:24:39,5.41,urgent,471,,False
T-a7a0bcd7,A-dec46e,2024-06-29 00:00:00,2024-07-03 14:28:50,110.48,high,157,1.9,False
T-80fdd823,A-1126a7,2021-07-11 00:00:00,2021-07-14 22:01:33,94.03,low,9,,False
T-b3b7a169,A-ea1711,2024-07-11 00:00:00,2024-07-15 11:52:19,107.87,urgent,116,1.6,True
T-f5971726,A-503d27,2024-08-07 00:00:00,2024-08-10 03:02:01,75.03,medium,261,3.1,False
T-27d5d9be,A-467260,2021-02-05 00:00:00,2021-02-08 23:58:28,95.97,medium,99,1.9,False
T-956cdd7c,A-7cb77a,2024-11-13 00:00:00,2024-11-16 14:21:27,86.36,high,337,1.1,True
T-75c19e92,A-b46328,2023-12-31 00:00:00,2024-01-01 10:08:16,34.14,low,103,1.5,True
T-7e477170,A-2e2e55,2021-06-13 00:00:00,2021-06-16 11:25:01,83.42,low,356,,False
T-5f83673a,A-2c850e,2022-01-19 00:00:00,2022-01-22 13:11:59,85.2,urgent,24,4.1,False
T-107540d3,A-a54ab8,2023-02-20 00:00:00,2023-02-20 08:09:33,8.16,urgent,246,4.5,False
T-68cc769a,A-1f7327,2022-05-11 00:00:00,2022-05-12 18:30:10,42.5,urgent,361,1.7,False
T-55b6f84b,A-b56ab1,2023-05-19 00:00:00,2023-05-21 13:02:31,61.04,high,17,2.4,False
T-2e722ed1,A-e6e3cd,2024-04-02 00:00:00,2024-04-02 23:24:30,23.41,high,34,,False
T-579b1bac,A-a1f6aa,2024-01-28 00:00:00,2024-02-01 04:46:45,100.78,high,146,,False
T-b0c4822f,A-f60e4b,2024-09-28 00:00:00,2024-10-02 03:20:11,99.34,urgent,359,4.5,False
T-6d3aa299,A-89fca7,2021-09-21 00:00:00,2021-09-21 22:41:37,22.69,medium,378,3.4,False
T-b5a84ccd,A-c8e48c,2021-07-12 00:00:00,2021-07-16 11:06:54,107.12,high,142,,False
T-c83dfef3,A-bf83ac,2021-01-26 00:00:00,2021-01-30 12:04:31,108.08,high,212,,False
T-76f38faa,A-c166a2,2022-07-27 00:00:00,2022-07-29 10:01:53,58.03,low,26,,True
T-15a1359b,A-0249c4,2022-02-05 00:00:00,2022-02-08 15:32:41,87.54,high,190,1.4,False
T-d3c1119c,A-64ddde,2023-05-21 00:00:00,2023-05-25 22:59:46,119.0,urgent,461,3.4,False
T-5eab41f8,A-40fc24,2023-03-07 00:00:00,2023-03-09 15:05:42,63.1,high,83,3.2,False
T-c8d25529,A-d3154c,2022-10-11 00:00:00,2022-10-14 22:50:56,94.85,medium,259,1.6,False
T-aff694ff,A-f89626,2021-09-09 00:00:00,2021-09-09 16:44:00,16.73,medium,176,,False
T-4d116cd4,A-c0f13b,2021-08-26 00:00:00,2021-08-26 11:49:51,11.83,low,101,1.9,True
T-eb1c1c57,A-94b0ff,2023-09-07 00:00:00,2023-09-07 02:42:55,2.72,high,8,,False
T-4d32fac0,A-0d5e78,2021-06-27 00:00:00,2021-07-01 19:37:30,115.63,low,276,1.6,False
T-b91e66ff,A-8a2dcf,2023-01-01 00:00:00,2023-01-03 10:49:01,58.82,high,19,,False
T-eb231140,A-09489d,2021-03-07 00:00:00,2021-03-10 13:07:33,85.13,low,172,,False
T-13414fdb,A-961a05,2023-09-05 00:00:00,2023-09-09 22:21:29,118.36,high,383,2.8,True
T-997e6841,A-4983af,2022-12-22 00:00:00,2022-12-22 03:58:50,3.98,medium,440,,False
T-aa927713,A-7b8bff,2024-12-20 00:00:00,2024-12-23 17:24:58,89.42,high,443,,False
T-50370acd,A-390557,2023-07-22 00:00:00,2023-07-22 13:41:11,13.69,high,21,3.6,False
T-d49b4d9e,A-54f16c,2021-10-04 00:00:00,2021-10-06 20:24:45,68.41,medium,336,,False
T-c1ac361a,A-0edc7e,2023-02-18 00:00:00,2023-02-18 03:41:46,3.7,urgent,285,1.7,False
T-7d7d58bd,A-e6ef8b,2024-01-20 00:00:00,2024-01-22 12:35:40,60.59,medium,376,2.0,False
T-823acd13,A-4f8805,2021-05-14 00:00:00,2021-05-15 05:49:51,29.83,urgent,169,2.2,True
T-9aea5173,A-572cc7,2024-12-29 00:00:00,2025-01-02 12:57:30,108.96,urgent,346,,False
T-b024ad0b,A-bc60c8,2024-04-14 00:00:00,2024-04-16 15:15:37,63.26,high,148,,False
T-f73a9c75,A-e1796c,2023-02-10 00:00:00,2023-02-13 04:14:30,76.24,urgent,164,1.4,True
T-ccfee934,A-aad5c7,2022-03-01 00:00:00,2022-03-05 21:10:09,117.17,urgent,85,3.1,False
T-e34d303a,A-2e3f29,2024-12-15 00:00:00,2024-12-18 09:38:07,81.64,high,145,,False
T-a77ee10e,A-4ef13f,2022-08-08 00:00:00,2022-08-10 16:07:40,64.13,urgent,68,1.2,True
T-a36b2450,A-8f8cfc,2021-01-31 00:00:00,2021-02-03 20:01:14,92.02,low,371,2.5,False
T-6e5c42b3,A-1b90d5,2023-07-24 00:00:00,2023-07-25 09:32:20,33.54,high,143,3.7,False
T-76ada372,A-cc6cd9,2023-12-10 00:00:00,2023-12-11 11:25:40,35.43,urgent,349,2.4,False
T-649487a9,A-522b54,2021-10-07 00:00:00,2021-10-07 02:27:19,2.46,low,91,4.0,False
T-46329ca4,A-09bda1,2024-05-23 00:00:00,2024-05-27 08:48:51,104.81,low,396,,False
T-fcefce34,A-66d8db,2022-02-14 00:00:00,2022-02-17 09:26:25,81.44,high,414,4.8,False
T-8673048e,A-ef8d69,2024-01-10 00:00:00,2024-01-13 06:05:28,78.09,low,377,1.2,False
T-32e13925,A-2e2e55,2022-10-21 00:00:00,2022-10-22 15:22:47,39.38,urgent,25,2.5,False
T-4e552b0a,A-ef6f7e,2022-06-14 00:00:00,2022-06-14 07:23:05,7.38,medium,55,,False
T-ac2311f3,A-d9ad81,2022-10-23 00:00:00,2022-10-25 08:35:50,56.6,high,105,,False
T-3d42ecc1,A-3ac391,2023-04-23 00:00:00,2023-04-23 09:09:26,9.16,urgent,425,,False
