subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-871a2ef1,A-2e3f29,2021-08-18,,Enterprise,13,4139,49668,False,False,True,False,monthly,False
S-3d163c93,A-819eaf,2023-08-08,,Enterprise,127,2239,26868,False,False,False,False,monthly,True
S-8383a20e,A-58a963,2024-07-14,,Pro,143,3028,36336,False,False,False,False,monthly,True
S-8c8e0aa6,A-b00145,2023-11-19,2025-07-11,Enterprise,162,3197,38364,False,False,False,True,annual,True
S-db69da79,A-ba7802,2022-12-19,,Pro,85,1283,15396,False,False,False,False,annual,True
S-2f9a0dab,A-63c268,2024-11-05,,Basic,127,5364,64368,False,True,False,False,monthly,True
S-e836aa95,A-a63269,2022-04-26,,Pro,36,755,9060,False,False,False,False,monthly,True
S-b6721bad,A-0ff5dc,2024-08-04,,Enterprise,104,3788,45456,True,True,False,False,monthly,True
S-5b641721,A-f43965,2023-10-30,,Enterprise,2,6042,72504,True,False,False,False,monthly,False
S-32dcadea,A-3bb1ee,2023-05-17,,Enterprise,81,3933,47196,False,False,False,False,monthly,True
S-f5eee5e1,A-d5aaf6,2021-09-22,,Basic,84,1602,19224,False,False,True,False,monthly,True
S-bf682354,A-9f521d,2022-06-26,,Enterprise,55,3167,38004,True,False,False,False,monthly,False
S-b6af1f00,A-b67e99,2023-08-16,,Pro,189,1156,13872,True,False,False,False,annual,True
S-b339e9eb,A-a54ab8,2023-03-26,,Enterprise,77,3812,45744,False,False,False,False,annual,True
S-82012826,A-ad2f33,2021-09-10,,Pro,127,2539,30468,False,False,False,False,monthly,True
S-29275933,A-3f39a3,2021-01-15,,Pro,13,3493,41916,False,False,False,False,monthly,True
S-bbfbd0e8,A-5c19da,2023-08-29,,Enterprise,2,3199,38388,False,True,False,False,monthly,True
S-a5e9721a,A-fd34f6,2023-01-08,,Basic,56,2747,32964,False,False,False,False,monthly,True
S-fe827351,A-e20152,2023-09-09,,Enterprise,104,1491,17892,False,True,False,False,annual,False
S-8510c98a,A-3c413d,2022-10-22,,Pro,102,872,10464,False,False,False,False,monthly,True
S-e3885eb7,A-8b5194,2024-04-30,,Basic,61,1899,22788,False,False,False,False,annual,True
S-f5606394,A-7e8d26,2022-11-24,,Basic,35,3933,47196,False,True,False,False,annual,True
S-766cf7a9,A-9a2c4f,2021-01-01,2022-10-24,Pro,133,3140,37680,False,True,False,True,annual,True
S-8ff112cf,A-795e78,2021-05-25,,Basic,39,4824,57888,False,True,False,False,annual,True
S-bf1e105d,A-95248b,2022-10-20,,Enterprise,33,1327,15924,False,True,False,False,monthly,True
S-a96ab1b4,A-8563a7,2024-03-10,,Enterprise,18,3255,39060,False,False,False,False,monthly,True
S-c2e15b01,A-4f8805,2023-03-17,,Enterprise,48,3241,38892,False,False,False,False,monthly,True
S-fdac5f3d,A-3f39a3,2021-09-20,,Pro,120,1880,22560,False,False,False,False,annual,True
S-9791a7e8,A-a4bc9c,2024-12-04,,Basic,187,3752,45024,False,False,False,False,monthly,True
S-2a9e8280,A-410148,2023-01-11,2024-03-03,Enterprise,9,1490,17880,False,False,False,True,monthly,True
S-308cd9ab,A-a1f6aa,2021-10-05,,Basic,122,4890,58680,False,False,True,False,monthly,False
S-a1a503f7,A-8a2dcf,2022-07-08,2024-05-31,Basic,112,3704,44448,False,False,False,True,annual,True
S-e3091f3e,A-e2d27a,2023-05-11,,Basic,111,1886,22632,False,True,True,False,monthly,True
S-b5a22db6,A-8f8cfc,2022-01-26,,Basic,92,1947,23364,False,False,False,False,monthly,False
S-77c1286f,A-144089,2022-06-22,,Basic,69,1806,21672,False,False,False,False,monthly,True
S-acadcffc,A-7e69c7,2022-03-22,,Basic,147,545,6540,False,False,False,False,annual,True
S-05b4e52f,A-cf45d3,2024-05-10,,Enterprise,110,1807,21684,True,False,False,False,annual,False
S-ee7a777a,A-b543ff,2021-01-30,,Pro,180,5981,71772,False,False,False,False,annual,True
S-2c1855af,A-d3763d,2023-06-13,,Basic,152,4070,48840,False,False,False,False,monthly,True
S-f7184c1b,A-59d242,2024-01-28,,Basic,137,4138,49656,False,True,False,False,monthly,True
S-cb66b945,A-b00145,2024-06-15,,Enterprise,2,3181,38172,False,True,False,False,annual,True
S-d22728d5,A-3633b2,2021-12-01,,Pro,152,1469,17628,False,False,False,False,monthly,True
S-02cb9d0b,A-f10061,2021-12-20,,Pro,184,2964,35568,False,False,False,False,monthly,False
S-968fdca7,A-b81b20,2023-10-24,,Basic,33,1539,18468,False,False,False,False,monthly,True
S-3708de69,A-7f7de2,2022-11-07,,Basic,134,3467,41604,True,False,False,False,annual,True
S-401fda8d,A-cb96b6,2022-06-08,,Enterprise,103,1744,20928,False,False,False,False,monthly,True
S-04d7b18b,A-fbe78b,2022-07-10,,Basic,176,2030,24360,False,False,False,False,annual,True
S-2c739991,A-964882,2024-10-21,,Enterprise,1,405,4860,False,False,False,False,annual,True
S-c110041b,A-4f020e,2021-09-02,2023-04-11,Enterprise,22,5452,65424,False,True,True,True,annual,True
S-fdd0931d,A-c0e2d5,2022-10-15,,Enterprise,130,3350,40200,False,False,False,False,annual,False
S-26847ae2,A-babd7f,2023-03-28,,Enterprise,91,2017,24204,True,False,False,False,annual,True
S-d1f9b490,A-795e78,2021-01-12,2022-03-13,Basic,115,304,3648,False,False,False,True,annual,True
S-a0a6a77e,A-37b909,2021-09-29,,Pro,91,2647,31764,False,True,False,False,monthly,True
S-d0a077aa,A-a2a361,2022-09-12,,Enterprise,132,2244,26928,False,False,False,False,annual,True
S-68e85b1f,A-d8fe58,2022-02-18,,Pro,5,147,1764,False,False,False,False,annual,True
S-cb1e5429,A-b4365e,2021-03-27,,Enterprise,6,3233,38796,False,False,True,False,monthly,True
S-1ba113c9,A-77d382,2022-07-03,,Pro,45,2608,31296,True,False,False,False,monthly,True
S-f9d93539,A-993774,2024-01-01,,Basic,72,4510,54120,False,False,False,False,annual,True
S-65ad4b72,A-1bf244,2023-06-07,,Basic,148,2913,34956,False,True,False,False,annual,False
S-7fcfe44a,A-4a3e3a,2024-02-12,,Pro,93,169,2028,False,False,True,False,annual,True
S-865c2f78,A-76eede,2021-03-28,,Enterprise,177,124,1488,False,False,False,False,monthly,True
S-63d94994,A-a1f6aa,2022-10-22,,Pro,58,4451,53412,False,False,False,False,annual,True
S-11284de5,A-e6ef8b,2024-07-10,,Enterprise,1,4530,54360,False,False,False,False,annual,True
S-35bcbdb3,A-3f9994,2021-04-01,,Pro,24,2738,32856,False,False,False,False,annual,True
S-f3645d91,A-4e2188,2023-12-03,,Enterprise,80,2184,26208,False,False,False,False,annual,True
S-73a27580,A-21c968,2023-07-31,,Basic,112,1715,20580,False,False,False,False,monthly,True
S-71b2be68,A-daa5e3,2022-09-25,2024-01-03,Pro,134,1563,18756,False,False,False,True,monthly,True
S-73440234,A-a3efac,2021-09-22,,Basic,165,3689,44268,False,False,False,False,monthly,False
S-b59fd7d8,A-61408e,2021-08-06,,Pro,44,3402,40824,False,False,False,False,annual,True
S-1967bf4f,A-8563a7,2024-01-29,,Enterprise,72,4185,50220,False,False,False,False,annual,False
S-b4b38d79,A-b56ab1,2022-03-06,2023-07-03,Pro,47,2044,24528,False,False,False,True,annual,False
S-6523e46e,A-f6b94c,2021-06-27,,Basic,136,2118,25416,False,False,True,False,monthly,True
S-c329e167,A-8f00d8,2021-11-03,,Enterprise,88,3066,36792,False,False,False,False,monthly,False
S-817ab7aa,A-b853d2,2023-05-11,,Basic,35,3405,40860,False,True,False,False,monthly,True
S-b5d0f1cf,A-99995c,2024-07-03,,Enterprise,44,2443,29316,False,False,False,False,annual,True
S-aa509719,A-f4c25c,2023-05-28,,Pro,183,416,4992,False,False,True,False,monthly,False
S-c2743fa5,A-d3803e,2022-07-29,,Pro,67,4362,52344,True,False,False,False,annual,True
S-dc66a22c,A-a91287,2022-02-19,,Basic,140,1768,21216,False,False,False,False,monthly,True
S-619fc1b1,A-babd7f,2023-08-06,,Pro,155,1603,19236,True,False,False,False,annual,False
S-541d0f83,A-11cce9,2024-12-29,,Basic,104,2526,30312,False,False,False,False,monthly,True
S-319e395a,A-b00145,2023-04-22,,Pro,176,3035,36420,False,True,False,False,annual,True
S-79005f85,A-e99e90,2021-08-11,,Basic,162,2149,25788,False,False,False,False,monthly,True
S-f21ea45a,A-fd8d1b,2021-06-30,,Pro,146,2290,27480,False,False,False,False,monthly,False
S-7ac10a4d,A-4182b6,2021-07-21,,Basic,7,1227,14724,False,False,False,False,monthly,True
S-30c15559,A-61408e,2024-05-05,2024-10-03,Basic,124,4287,51444,False,False,False,True,annual,True
S-252bcfbc,A-04b853,2022-04-19,,Pro,181,2696,32352,False,False,False,False,monthly,True
S-cdee1127,A-0ff5dc,2023-07-20,,Basic,126,2072,24864,False,False,False,False,monthly,True
S-be67b3bc,A-4e2188,2022-04-07,,Enterprise,87,3567,42804,False,False,False,False,monthly,True
S-e3270b45,A-36c0b3,2021-07-27,,Enterprise,56,3411,40932,False,False,False,False,annual,True
S-2dae6329,A-04b853,2022-10-14,,Basic,9,228,2736,False,False,False,False,annual,True
S-2459f77e,A-21c2da,2024-10-15,,Enterprise,72,2246,26952,False,False,False,False,annual,True
S-2f110de9,A-77cb78,2021-08-03,,Basic,17,3418,41016,False,False,True,False,monthly,False
S-eef65713,A-e1b1a4,2021-07-29,,Pro,83,6572,78864,False,True,False,False,monthly,True
S-737aacb1,A-7b1bc8,2022-10-27,,Basic,137,62,744,False,False,False,False,monthly,True
S-2e14d2d7,A-7231b2,2023-07-12,,Basic,60,1559,18708,False,False,False,False,annual,True
S-ad8385f3,A-dbf513,2023-05-24,,Basic,106,1140,13680,False,False,False,False,monthly,False
S-e87b76ec,A-bc60c8,2022-04-20,,Pro,77,1140,13680,False,True,False,False,monthly,True
S-474def51,A-e21fc9,2022-10-16,,Enterprise,128,3643,43716,False,False,False,False,monthly,True
S-d2a59ed3,A-b81b20,2023-10-18,,Basic,181,1712,20544,False,False,False,False,annual,True
S-f5f12e88,A-01c648,2024-02-20,,Basic,182,976,11712,True,False,True,False,annual,True
S-4808aa69,A-188cb6,2024-12-15,,Pro,59,1733,20796,False,True,False,False,monthly,True
S-a76ab944,A-8efb70,2021-05-22,,Pro,66,2661,31932,False,False,False,False,annual,True
S-14aa83a6,A-0562c3,2023-08-14,,Basic,121,1012,12144,False,False,False,False,monthly,True
S-62c2740e,A-bc727c,2024-07-18,,Pro,73,5047,60564,False,False,False,False,annual,True
S-6eed1856,A-8ae5b4,2024-06-02,,Enterprise,42,2127,25524,False,True,False,False,monthly,True
S-1c6cbc71,A-9e6b3e,2024-02-05,2024-12-24,Basic,26,2053,24636,False,False,False,True,annual,True
S-cbf4d79e,A-c812ae,2023-03-03,,Basic,144,4245,50940,False,False,False,False,annual,True
S-d15ac09d,A-aeac12,2021-09-21,,Pro,33,2865,34380,False,False,False,False,annual,True
S-14e3b97d,A-7ccb2e,2022-02-17,,Basic,163,3015,36180,False,False,True,False,monthly,True
S-5560b1e0,A-2b45e5,2024-04-13,,Enterprise,48,2184,26208,False,False,False,False,monthly,True
S-14da78dc,A-275a5e,2021-09-10,,Basic,20,659,7908,True,False,False,False,monthly,False
S-87588888,A-d3d2c6,2022-07-24,,Pro,9,3297,39564,False,False,False,False,monthly,True
S-b095b92d,A-d78e97,2022-03-27,,Enterprise,54,1565,18780,False,False,False,False,annual,False
S-37ea7cd0,A-4b4931,2023-09-27,,Enterprise,5,1730,20760,True,False,False,False,monthly,True
S-eee31acc,A-26efad,2024-07-25,,Pro,7,2358,28296,False,False,False,False,annual,True
S-6cac7d19,A-3a41b2,2023-07-27,,Enterprise,93,1161,13932,False,False,False,False,annual,True
S-8e8d7320,A-26bbfd,2021-04-18,,Enterprise,98,445,5340,False,False,False,False,monthly,True
S-6049e501,A-3204d3,2024-08-09,,Pro,163,3393,40716,False,False,False,False,annual,True
S-c68a9873,A-abbbd0,2024-11-04,,Enterprise,77,2831,33972,False,True,False,False,annual,False
S-3edaa36d,A-4f71e8,2024-01-27,,Pro,46,867,10404,False,False,True,False,monthly,True
S-3e2da0fd,A-2312e2,2022-03-03,,Pro,175,2284,27408,False,False,False,False,monthly,True
S-84b5406c,A-1788ce,2024-01-03,,Basic,77,597,7164,False,False,False,False,annual,True
S-c8e64ccf,A-275801,2023-01-10,,Basic,176,1673,20076,False,False,False,False,annual,True
S-8e76d3a8,A-f7395b,2021-08-23,,Pro,151,757,9084,False,False,False,False,monthly,True
S-a6559251,A-9f63c6,2021-05-11,,Basic,83,1436,17232,False,False,False,False,monthly,True
S-f4f46b91,A-7e69c7,2023-11-19,,Enterprise,136,622,7464,False,False,True,False,monthly,True
S-2992cd3f,A-9f63c6,2024-01-03,,Basic,22,2066,24792,False,False,False,False,monthly,True
S-c5843066,A-9c8b42,2024-01-01,,Enterprise,27,3555,42660,False,True,False,False,monthly,True
S-6a7633b0,A-a3efac,2023-07-24,2025-05-13,Basic,109,795,9540,False,False,False,True,monthly,True
S-f3218b5e,A-301976,2024-08-08,,Pro,1,237,2844,False,False,False,False,annual,True
S-0d57d538,A-51e832,2021-05-28,,Basic,4,1765,21180,False,True,False,False,annual,True
S-3a03e0ca,A-205093,2023-10-26,,Pro,166,4809,57708,False,False,False,False,monthly,True
S-39b46cd5,A-9d9ed2,2021-10-10,,Basic,40,1953,23436,True,False,True,False,annual,True
S-0da0bc30,A-f60e4b,2022-06-09,,Enterprise,145,1193,14316,False,True,False,False,annual,True
S-cb5d9490,A-d07cf7,2022-05-27,,Enterprise,35,1938,23256,False,True,False,False,monthly,False
S-b3d26cad,A-46d001,2024-04-17,,Enterprise,46,1010,12120,True,False,False,False,annual,True
S-4d50a36a,A-d9e9fc,2024-09-20,,Pro,54,2165,25980,False,False,False,False,annual,True
S-1650f3fc,A-bd844f,2022-04-12,,Basic,47,1504,18048,False,False,False,False,annual,True
S-2761c74c,A-0d5e78,2022-05-14,,Pro,174,1911,22932,False,True,False,False,annual,True
S-e7de0efc,A-a4bc9c,2022-09-04,,Pro,157,5400,64800,False,False,False,False,monthly,True
S-d733f30f,A-29838a,2023-05-31,,Basic,150,1670,20040,False,False,False,False,monthly,True
S-ec0bbb90,A-2c1987,2023-08-28,,Basic,63,4959,59508,False,False,False,False,annual,True
S-88eb73e1,A-fbe044,2024-06-27,,Enterprise,24,2206,26472,False,True,False,False,monthly,False
S-d7835017,A-31dcb8,2023-01-30,,Enterprise,17,3821,45852,False,False,False,False,monthly,True
S-2fca4812,A-4f020e,2022-05-20,,Basic,107,496,5952,False,False,False,False,monthly,True
S-09a34447,A-e6343a,2022-05-26,,Basic,179,1828,21936,False,False,False,False,monthly,False
S-685581b9,A-757186,2022-07-09,,Basic,60,255,3060,False,False,False,False,monthly,True
S-5d913140,A-280f2a,2023-04-16,,Basic,148,3776,45312,False,False,False,False,monthly,True
S-75b25487,A-4fc1cc,2024-12-19,,Enterprise,77,1118,13416,False,False,False,False,annual,True
S-9f524bc0,A-e1796c,2024-08-13,,Pro,51,4637,55644,False,False,False,False,annual,True
S-41f59506,A-fbe78b,2024-09-12,,Enterprise,64,22,264,False,True,False,False,monthly,True
S-6a99972f,A-46fc8d,2024-01-08,,Enterprise,121,1363,16356,False,False,False,False,monthly,False
S-cd04056c,A-e20152,2024-01-24,,Pro,58,2716,32592,False,False,False,False,annual,False
S-1b60cceb,A-314379,2023-11-22,,Pro,119,2377,28524,True,False,False,False,annual,True
S-877b1cf6,A-15e7b5,2021-09-25,,Pro,2,932,11184,False,False,False,False,annual,False
S-7ec74701,A-a81600,2024-02-09,,Pro,143,2193,26316,False,False,False,False,annual,True
S-0c192a76,A-51e832,2021-09-27,,Pro,152,3798,45576,False,False,False,False,monthly,True
S-6e1b2788,A-2be2ac,2024-08-08,,Pro,149,1761,21132,False,False,False,False,monthly,True
S-c238cb34,A-9201a1,2022-12-07,,Pro,28,2921,35052,False,False,False,False,monthly,False
S-0828a943,A-a98afd,2024-07-15,,Pro,56,5180,62160,False,False,False,False,monthly,True
S-c7ef9273,A-121302,2024-09-29,,Pro,184,241,2892,False,False,False,False,annual,True
S-13d90b7a,A-448821,2024-10-08,2026-10-06,Pro,141,182,2184,False,False,False,True,monthly,True
S-9b392914,A-39e2df,2023-03-09,,Enterprise,30,178,2136,False,False,False,False,monthly,True
S-991adde9,A-dc726d,2024-04-13,2024-08-04,Pro,58,4510,54120,False,False,False,True,annual,False
S-0b63d483,A-daa5e3,2023-05-09,,Basic,71,1325,15900,False,True,True,False,monthly,True
S-29b01bb5,A-cfdab5,2024-11-16,,Basic,16,983,11796,False,False,False,False,monthly,True
S-37ad3f97,A-9aab82,2021-06-01,,Pro,3,2660,31920,False,False,False,False,annual,True
S-07598454,A-fdeda5,2021-06-20,,Basic,80,1572,18864,False,False,False,False,annual,True
S-b2a2a96d,A-e2d27a,2023-12-21,,Basic,31,4596,55152,False,False,True,False,monthly,False
S-18949dc2,A-216da3,2024-06-25,,Basic,75,386,4632,False,False,False,False,monthly,True
S-006ba52c,A-87d27b,2022-11-06,,Pro,54,1926,23112,False,True,True,False,annual,True
S-20a3a0f1,A-0bcb7a,2024-10-06,2026-07-03,Enterprise,53,3045,36540,False,False,True,True,annual,True
S-a6557318,A-5a868a,2021-07-22,,Enterprise,53,4371,52452,False,False,True,False,monthly,True
S-9e6a5152,A-ce9869,2021-02-03,,Pro,119,123,1476,False,True,False,False,monthly,True
S-d69cae8c,A-3ea8a3,2024-09-03,2025-01-05,Enterprise,162,4525,54300,False,True,False,True,annual,True
S-ae54cced,A-641031,2024-05-29,,Enterprise,122,4348,52176,False,False,False,False,annual,False
S-48ab67ec,A-0143b8,2022-01-20,,Basic,10,2222,26664,False,False,False,False,annual,True
S-a52a2c5e,A-702e67,2023-02-16,,Basic,74,5165,61980,False,False,False,False,monthly,True
S-85ec8ead,A-67e8d1,2021-04-09,2022-01-07,Enterprise,14,3414,40968,False,False,False,True,annual,True
S-144ca06b,A-9175e6,2021-05-17,,Pro,89,2805,33660,False,False,False,False,monthly,True
S-a50c3bf5,A-ba7802,2022-10-01,,Enterprise,125,4548,54576,False,True,False,False,monthly,True
S-30bf7a69,A-dabc1b,2024-05-08,,Enterprise,134,2032,24384,False,False,False,False,annual,True
S-339e6bf2,A-42ab46,2023-11-04,,Enterprise,8,3208,38496,False,False,False,False,monthly,True
S-4f77aaec,A-961183,2023-06-06,,Enterprise,170,1604,19248,False,False,False,False,monthly,True
S-672bbcbe,A-0249c4,2021-10-26,,Pro,117,3030,36360,False,False,False,False,monthly,True
S-bd937310,A-a2e460,2023-01-22,2024-03-18,Enterprise,3,4350,52200,False,False,True,True,annual,False
S-593e8a6b,A-2b45e5,2024-09-01,,Basic,97,2977,35724,False,False,False,False,annual,True
S-e3437bf9,A-b913b0,2021-03-24,,Enterprise,114,2821,33852,False,True,True,False,annual,False
S-4c1b4f45,A-964882,2023-04-24,,Pro,26,180,2160,False,False,True,False,annual,True
S-5ef29ccd,A-2f36c1,2022-01-29,,Pro,32,426,5112,False,False,False,False,monthly,True
S-719db9f6,A-8ae5b4,2024-02-05,,Pro,138,2474,29688,False,False,False,False,monthly,True
S-21c1ac50,A-a4bc9c,2024-05-26,,Basic,9,2930,35160,True,True,False,False,monthly,True
S-21c5bc1b,A-f7395b,2023-07-16,,Enterprise,27,3298,39576,False,False,False,False,monthly,True
S-2bbb7405,A-4cf7f7,2022-10-06,,Basic,114,3156,37872,False,True,False,False,monthly,True
S-416296ae,A-2cf08b,2021-01-16,,Basic,171,1169,14028,False,False,False,False,annual,True
S-1e8aae3c,A-39e2df,2023-08-10,,Pro,33,2348,28176,False,True,True,False,annual,False
S-e6175bac,A-2151c8,2021-07-29,,Enterprise,63,4399,52788,False,False,False,False,annual,True
S-3e5c3766,A-3bb1ee,2023-11-12,,Basic,168,478,5736,False,False,False,False,monthly,True
S-50e9625c,A-001d08,2024-07-11,,Enterprise,173,2738,32856,False,False,True,False,monthly,True
S-cd68adb9,A-d8771a,2022-12-07,,Basic,144,2172,26064,False,False,False,False,annual,True
S-35a7131f,A-579d6a,2024-02-18,,Basic,170,2756,33072,False,False,False,False,monthly,False
S-fb100e1c,A-b56ab1,2022-05-06,,Enterprise,153,2670,32040,False,False,False,False,annual,True
S-8218cce0,A-82c3e3,2022-12-07,,Enterprise,179,2514,30168,False,False,False,False,monthly,True
S-87714b4e,A-430daf,2021-01-02,,Enterprise,111,355,4260,False,True,False,False,monthly,False
S-ac5abcbc,A-410bfd,2023-12-01,,Basic,187,1700,20400,True,False,False,False,monthly,True
S-838b19fd,A-b8b83c,2022-07-14,,Pro,12,1916,22992,True,False,False,False,monthly,True
S-f2a25fe1,A-d78e97,2022-04-02,,Basic,142,590,7080,True,False,False,False,monthly,True
S-2c54dd3a,A-5ba322,2022-02-03,,Basic,158,1440,17280,False,False,False,False,annual,True
S-75ed6710,A-e1406a,2022-09-10,,Basic,83,3861,46332,False,False,False,False,annual,True
S-ede9af15,A-cc6cd9,2022-05-08,,Enterprise,65,1043,12516,False,False,True,False,monthly,True
S-0af6ce38,A-67e8d1,2021-06-13,,Basic,88,2612,31344,False,False,False,False,monthly,True
S-1c45b09b,A-ba7802,2022-11-24,,Enterprise,150,2620,31440,False,False,False,False,monthly,True
S-7f3a0546,A-df55b3,2023-02-15,2023-12-26,Enterprise,55,3010,36120,False,True,False,True,monthly,True
S-ac97e762,A-a481e9,2022-08-20,,Pro,57,3696,44352,False,False,False,False,annual,False
S-e7529187,A-46f183,2023-12-12,,Enterprise,36,2348,28176,False,False,False,False,annual,True
S-6ea64d51,A-f11b19,2024-05-13,2024-11-20,Basic,125,2103,25236,False,True,False,True,monthly,True
S-dd45d8d1,A-04b853,2022-09-11,2024-01-29,Enterprise,31,977,11724,False,False,False,True,annual,True
S-e597e9e2,A-4aaf62,2024-05-22,,Basic,2,1204,14448,False,False,False,False,annual,True
S-08a7c9cd,A-7e8d26,2022-03-18,,Enterprise,78,2127,25524,False,False,False,False,annual,True
S-8be91b9f,A-d3154c,2021-04-03,,Enterprise,150,3043,36516,True,False,False,False,monthly,True
S-92db662f,A-77d382,2024-06-21,,Pro,1,1399,16788,True,True,False,False,annual,True
S-5c856fb0,A-36181a,2023-06-01,2023-11-27,Enterprise,88,1538,18456,False,False,False,True,monthly,True
S-b6b625c1,A-f89626,2023-11-19,,Enterprise,187,520,6240,False,False,False,False,monthly,True
S-4acd7ab1,A-0d7286,2021-01-01,,Basic,89,3934,47208,False,False,False,False,annual,True
S-82cb1b88,A-64ddde,2023-02-28,,Pro,20,1929,23148,False,False,False,False,monthly,True
S-4d23f869,A-f7395b,2022-05-17,,Basic,31,2782,33384,False,False,False,False,annual,True
S-cb536a4d,A-4f71e8,2024-12-03,,Pro,128,4349,52188,False,False,False,False,annual,True
S-24b173c0,A-c48f44,2021-12-29,,Enterprise,108,708,8496,True,True,False,False,monthly,True
S-28cc1a7e,A-8f8cfc,2024-12-05,,Enterprise,19,1401,16812,False,False,False,False,monthly,True
S-ba03dae3,A-2bf8bb,2024-10-14,,Basic,161,2087,25044,False,False,True,False,monthly,True
S-79117626,A-4fc1cc,2023-09-06,,Basic,51,2381,28572,False,True,False,False,annual,True
S-e29789d9,A-467260,2021-10-10,,Basic,133,3297,39564,False,False,False,False,annual,True
S-a05b8d50,A-3633b2,2023-10-17,2024-09-03,Pro,6,3391,40692,True,False,False,True,annual,False
S-3466a30c,A-16905a,2022-05-19,,Basic,145,25,300,False,True,False,False,annual,True
S-060044dc,A-8efb70,2022-03-01,,Basic,129,248,2976,False,False,False,False,monthly,False
S-d5b4dea2,A-674f3d,2024-01-02,,Pro,126,2933,35196,False,False,False,False,monthly,True
S-9b5e12f3,A-0c8a26,2024-03-13,2025-03-27,Basic,11,5199,62388,True,False,False,True,monthly,True
S-c0248974,A-3c413d,2023-03-06,,Enterprise,180,465,5580,False,False,False,False,monthly,False
S-f9595097,A-d16ef7,2022-03-28,,Pro,47,211,2532,False,False,False,False,annual,False
S-3c2f6873,A-8e16f1,2022-05-25,,Enterprise,94,4391,52692,False,False,False,False,monthly,True
S-b72ab4ba,A-d8fe58,2023-04-22,,Pro,41,600,7200,False,False,False,False,annual,True
S-2e634799,A-8efb70,2021-09-04,2022-11-24,Enterprise,36,2541,30492,False,False,False,True,annual,False
S-0e4e3d32,A-2f36c1,2023-05-08,,Enterprise,37,414,4968,False,True,False,False,annual,True
S-53920b48,A-17fe97,2023-07-06,,Basic,127,1657,19884,False,False,False,False,annual,True
S-12fb83db,A-961a05,2024-06-11,,Enterprise,69,2239,26868,False,True,False,False,annual,True
S-1de22614,A-df2118,2024-09-07,,Basic,48,632,7584,False,True,False,False,monthly,True
S-b13c197f,A-ef6f7e,2024-11-13,,Enterprise,74,1086,13032,False,False,False,False,monthly,True
S-d3838fe8,A-3841e3,2021-10-08,,Enterprise,134,765,9180,False,False,False,False,monthly,True
S-766ea135,A-91c9c6,2024-08-23,,Basic,175,2997,35964,False,False,False,False,annual,True
S-39b40bdd,A-70da28,2022-01-31,,Basic,40,3116,37392,False,False,False,False,annual,True
S-4735bce9,A-29838a,2021-05-12,,Pro,114,563,6756,True,True,False,False,monthly,True
S-fd60b7aa,A-df2118,2023-12-02,,Enterprise,29,3118,37416,True,True,False,False,monthly,True
S-ad004076,A-8a8f8a,2021-04-11,,Enterprise,69,1593,19116,False,False,False,False,annual,False
S-24665c56,A-449185,2022-02-21,,Pro,55,136,1632,False,False,False,False,annual,True
S-4b8fb40f,A-89fca7,2023-11-10,,Basic,128,4221,50652,False,False,False,False,monthly,True
S-5240108d,A-9175e6,2022-11-19,,Pro,156,1681,20172,False,False,False,False,annual,True
S-0829b81e,A-f1d958,2021-02-19,,Basic,184,711,8532,False,True,False,False,annual,True
S-a9bda87c,A-abbbd0,2023-01-27,,Pro,145,3364,40368,False,False,False,False,monthly,False
S-8a1b6698,A-68948f,2021-01-02,2022-01-06,Enterprise,136,1774,21288,False,False,False,True,monthly,True
S-c282380c,A-795e78,2021-04-10,,Enterprise,188,2838,34056,False,False,False,False,monthly,True
S-ca96c582,A-fd34f6,2022-06-07,,Enterprise,17,2594,31128,False,False,False,False,monthly,True
S-6f1e18cc,A-4e2188,2022-03-14,,Enterprise,134,2240,26880,False,True,False,False,annual,True
S-b13df5b5,A-2e3f29,2022-09-28,,Basic,160,1654,19848,False,True,False,False,annual,False
S-b78bf792,A-2f36c1,2023-02-21,,Pro,125,2461,29532,False,False,False,False,monthly,True
S-21719522,A-89fca7,2024-05-30,2025-10-15,Enterprise,156,2659,31908,False,False,False,True,monthly,True
S-7bcf01aa,A-f3890c,2021-07-30,,Enterprise,94,549,6588,False,False,False,False,monthly,True
S-a9ea39ef,A-15e7b5,2023-05-16,,Pro,99,157,1884,False,False,False,False,annual,True
S-44d864b7,A-064dcf,2022-02-12,,Pro,122,1150,13800,False,False,False,False,annual,True
S-773d9ff2,A-daa5e1,2024-01-04,,Pro,18,2626,31512,False,False,False,False,monthly,True
S-bd5dfb00,A-e1a8ea,2023-01-27,,Enterprise,62,3569,42828,False,False,False,False,monthly,True
S-b0bacd77,A-3bb1ee,2021-12-01,,Pro,120,13,156,False,False,False,False,monthly,True
S-849ba0e6,A-3ac391,2024-10-27,,Basic,69,3710,44520,False,False,False,False,monthly,False
S-c2c626b6,A-9d9ed2,2021-01-09,,Pro,132,2033,24396,False,True,False,False,monthly,True
S-a2a8e5e7,A-d766b2,2023-02-26,,Enterprise,166,1797,21564,False,False,False,False,monthly,False
S-dccc855f,A-1126a7,2024-12-25,2025-12-17,Enterprise,77,3529,42348,False,False,True,True,monthly,True
S-e9bf38cc,A-ef6f7e,2022-01-26,,Basic,138,3544,42528,False,False,False,False,monthly,True
